Time_abs/ps, Signal 1/nA, Signal 2/nA
  1850.000,     0.002147,     0.000111
  1850.050,    -0.017646,     0.000932
  1850.100,    -0.000978,    -0.000911
  1850.150,     0.008513,     0.001439
  1850.200,     0.007964,    -0.001570
  1850.250,     0.016997,    -0.003151
  1850.300,     0.017793,     0.000471
  1850.350,     0.038884,     0.002951
  1850.400,     0.037436,     0.011325
  1850.450,     0.023716,    -0.000889
  1850.500,     0.032024,     0.002075
  1850.550,     0.032493,    -0.001710
  1850.600,     0.034895,    -0.000613
  1850.650,     0.037156,    -0.001878
  1850.700,     0.025527,    -0.008056
  1850.750,     0.032572,    -0.004491
  1850.800,     0.036488,     0.004236
  1850.850,     0.035658,    -0.001998
  1850.900,     0.037858,    -0.007486
  1850.950,     0.042517,    -0.007057
  1851.000,     0.033217,    -0.006045
  1851.050,     0.025323,     0.000291
  1851.100,     0.031130,    -0.004812
  1851.150,     0.035348,    -0.008942
  1851.200,     0.027355,    -0.000341
  1851.250,     0.024555,     0.006419
  1851.300,     0.023029,     0.002565
  1851.350,     0.029601,     0.009585
  1851.400,     0.025101,    -0.001464
  1851.450,     0.024841,     0.007317
  1851.500,     0.027811,     0.005991
  1851.550,     0.031009,    -0.005641
  1851.600,     0.048783,    -0.002165
  1851.650,     0.052081,    -0.005623
  1851.700,     0.054510,    -0.004923
  1851.750,     0.059299,     0.003052
  1851.800,     0.049843,    -0.008466
  1851.850,     0.051501,     0.005028
  1851.900,     0.064176,    -0.008764
  1851.950,     0.059730,    -0.006459
  1852.000,     0.065805,    -0.003698
  1852.050,     0.062452,     0.000059
  1852.100,     0.068700,    -0.001376
  1852.150,     0.066697,     0.000020
  1852.200,     0.059011,    -0.000463
  1852.250,     0.046706,    -0.003881
  1852.300,     0.052392,    -0.000105
  1852.350,     0.043541,     0.002605
  1852.400,     0.021469,    -0.005027
  1852.450,     0.010805,     0.002747
  1852.500,    -0.016672,    -0.000694
  1852.550,    -0.033145,    -0.007919
  1852.600,    -0.056938,    -0.005111
  1852.650,    -0.093894,     0.000366
  1852.700,    -0.107220,     0.002351
  1852.750,    -0.153724,    -0.008368
  1852.800,    -0.185621,     0.002723
  1852.850,    -0.210618,    -0.002932
  1852.900,    -0.245233,     0.000163
  1852.950,    -0.270365,    -0.003631
  1853.000,    -0.303865,     0.000072
  1853.050,    -0.339972,     0.000513
  1853.100,    -0.371465,    -0.007161
  1853.150,    -0.383057,     0.002821
  1853.200,    -0.413910,     0.001996
  1853.250,    -0.422325,    -0.002871
  1853.300,    -0.438854,    -0.004283
  1853.350,    -0.447142,    -0.001397
  1853.400,    -0.453347,     0.004815
  1853.450,    -0.450833,     0.001118
  1853.500,    -0.451322,     0.002562
  1853.550,    -0.449013,    -0.005732
  1853.600,    -0.430458,    -0.004750
  1853.650,    -0.423840,    -0.007399
  1853.700,    -0.405008,    -0.000524
  1853.750,    -0.403783,    -0.004446
  1853.800,    -0.382051,    -0.008261
  1853.850,    -0.361131,     0.002988
  1853.900,    -0.339198,    -0.001922
  1853.950,    -0.319310,     0.003261
  1854.000,    -0.293242,    -0.008110
  1854.050,    -0.271902,    -0.003585
  1854.100,    -0.258242,     0.001011
  1854.150,    -0.238835,    -0.006961
  1854.200,    -0.228951,    -0.010022
  1854.250,    -0.219079,     0.008034
  1854.300,    -0.203799,     0.002719
  1854.350,    -0.204946,    -0.001872
  1854.400,    -0.192076,     0.004271
  1854.450,    -0.189206,    -0.006288
  1854.500,    -0.186573,    -0.005741
  1854.550,    -0.193513,    -0.005488
  1854.600,    -0.195407,     0.004170
  1854.650,    -0.199959,     0.003122
  1854.700,    -0.212512,     0.003847
  1854.750,    -0.223252,    -0.001418
  1854.800,    -0.241235,    -0.006663
  1854.850,    -0.250070,    -0.000610
  1854.900,    -0.269765,     0.003465
  1854.950,    -0.287803,    -0.000135
  1855.000,    -0.302776,     0.001623
  1855.050,    -0.321967,    -0.004236
  1855.100,    -0.342098,     0.004678
  1855.150,    -0.359989,    -0.002519
  1855.200,    -0.381661,    -0.004629
  1855.250,    -0.407774,     0.000616
  1855.300,    -0.417032,     0.000707
  1855.350,    -0.430140,    -0.003105
  1855.400,    -0.443606,    -0.011621
  1855.450,    -0.455597,    -0.011713
  1855.500,    -0.463982,    -0.000177
  1855.550,    -0.461839,     0.000495
  1855.600,    -0.472206,    -0.003154
  1855.650,    -0.465118,    -0.008357
  1855.700,    -0.461103,    -0.000324
  1855.750,    -0.453152,     0.000172
  1855.800,    -0.442811,    -0.002498
  1855.850,    -0.438328,     0.004463
  1855.900,    -0.418522,    -0.000421
  1855.950,    -0.400047,     0.003736
  1856.000,    -0.384689,    -0.001433
  1856.050,    -0.359381,     0.000772
  1856.100,    -0.341973,     0.006994
  1856.150,    -0.313083,    -0.002908
  1856.200,    -0.293565,    -0.006092
  1856.250,    -0.274772,    -0.009256
  1856.300,    -0.247111,    -0.002258
  1856.350,    -0.228112,    -0.001768
  1856.400,    -0.209122,    -0.001943
  1856.450,    -0.191535,    -0.003975
  1856.500,    -0.164312,    -0.004179
  1856.550,    -0.152088,    -0.006557
  1856.600,    -0.137468,    -0.000248
  1856.650,    -0.113425,     0.000990
  1856.700,    -0.100985,    -0.003631
  1856.750,    -0.092738,    -0.003391
  1856.800,    -0.107625,    -0.004993
  1856.850,    -0.100796,    -0.007988
  1856.900,    -0.097502,     0.001199
  1856.950,    -0.096424,    -0.001017
  1857.000,    -0.116167,     0.002094
  1857.050,    -0.120703,     0.003097
  1857.100,    -0.126940,    -0.000950
