Time_abs/ps, Signal 1/nA, Signal 2/nA
  1850.000,    -0.014823,     0.001429
  1850.050,    -0.006797,    -0.000139
  1850.100,    -0.004050,     0.000401
  1850.150,     0.003526,     0.000396
  1850.200,     0.022144,    -0.002088
  1850.250,     0.023094,     0.002632
  1850.300,     0.018100,     0.000644
  1850.350,     0.033206,     0.003222
  1850.400,     0.031715,     0.001346
  1850.450,     0.036279,     0.002390
  1850.500,     0.029876,    -0.010063
  1850.550,     0.048589,    -0.001954
  1850.600,     0.050386,    -0.000119
  1850.650,     0.049665,     0.002986
  1850.700,     0.050845,     0.003645
  1850.750,     0.060207,    -0.000922
  1850.800,     0.061125,    -0.000313
  1850.850,     0.065995,    -0.005363
  1850.900,     0.067190,     0.001130
  1850.950,     0.064928,    -0.002928
  1851.000,     0.062532,     0.001079
  1851.050,     0.069838,    -0.004515
  1851.100,     0.070929,    -0.003137
  1851.150,     0.060911,     0.001004
  1851.200,     0.075190,     0.004140
  1851.250,     0.066431,    -0.005534
  1851.300,     0.065649,    -0.002904
  1851.350,     0.063268,    -0.001225
  1851.400,     0.060368,    -0.007430
  1851.450,     0.062456,    -0.006576
  1851.500,     0.056701,    -0.003678
  1851.550,     0.047792,    -0.009716
  1851.600,     0.058883,     0.002284
  1851.650,     0.036127,    -0.000902
  1851.700,     0.051049,    -0.009291
  1851.750,     0.049447,     0.002259
  1851.800,     0.051201,     0.001922
  1851.850,     0.046456,     0.000767
  1851.900,     0.051241,    -0.000022
  1851.950,     0.055206,     0.004420
  1852.000,     0.052328,    -0.000733
  1852.050,     0.060154,    -0.004905
  1852.100,     0.061250,     0.002617
  1852.150,     0.067787,    -0.005040
  1852.200,     0.067720,    -0.009097
  1852.250,     0.076227,    -0.005262
  1852.300,     0.088649,     0.002222
  1852.350,     0.095796,     0.001860
  1852.400,     0.100388,    -0.007620
  1852.450,     0.109742,    -0.002852
  1852.500,     0.114300,    -0.003478
  1852.550,     0.125218,    -0.003116
  1852.600,     0.128855,     0.000381
  1852.650,     0.154907,     0.001708
  1852.700,     0.148798,    -0.009324
  1852.750,     0.166083,    -0.000328
  1852.800,     0.164368,    -0.001831
  1852.850,     0.173794,     0.000325
  1852.900,     0.172191,     0.002702
  1852.950,     0.167151,     0.004636
  1853.000,     0.165408,     0.006035
  1853.050,     0.160523,    -0.004725
  1853.100,     0.146065,     0.001939
  1853.150,     0.136895,     0.004962
  1853.200,     0.134014,    -0.000048
  1853.250,     0.113005,     0.002244
  1853.300,     0.101767,     0.000882
  1853.350,     0.072212,    -0.002237
  1853.400,     0.044355,    -0.002056
  1853.450,     0.022397,     0.001593
  1853.500,    -0.013764,     0.001207
  1853.550,    -0.043907,     0.004239
  1853.600,    -0.077013,    -0.002725
  1853.650,    -0.105267,     0.007050
  1853.700,    -0.144021,     0.000274
  1853.750,    -0.173735,     0.006622
  1853.800,    -0.210411,    -0.001423
  1853.850,    -0.241249,    -0.004396
  1853.900,    -0.285363,    -0.004457
  1853.950,    -0.317607,    -0.005300
  1854.000,    -0.351841,    -0.009201
  1854.050,    -0.367481,    -0.002939
  1854.100,    -0.395813,    -0.000511
  1854.150,    -0.427415,     0.002055
  1854.200,    -0.443029,    -0.005083
  1854.250,    -0.461281,     0.000171
  1854.300,    -0.467346,     0.003405
  1854.350,    -0.477218,     0.001346
  1854.400,    -0.487425,    -0.002836
  1854.450,    -0.484798,     0.000395
  1854.500,    -0.483135,     0.002584
  1854.550,    -0.478273,     0.003432
  1854.600,    -0.467947,     0.000897
  1854.650,    -0.450128,     0.002362
  1854.700,    -0.427909,    -0.008084
  1854.750,    -0.416269,    -0.000368
  1854.800,    -0.400282,     0.000387
  1854.850,    -0.378441,    -0.008388
  1854.900,    -0.367920,     0.000219
  1854.950,    -0.349143,    -0.008033
  1855.000,    -0.331079,    -0.000212
  1855.050,    -0.307609,    -0.001311
  1855.100,    -0.287192,     0.000620
  1855.150,    -0.265332,    -0.000145
  1855.200,    -0.263459,    -0.000496
  1855.250,    -0.249354,    -0.005281
