Time_abs/ps, Signal 1/nA, Signal 2/nA
  2200.000,    -0.004318,    -0.000297
  2200.050,    -0.001346,     0.004178
  2200.100,    -0.005008,    -0.000855
  2200.150,     0.009668,    -0.002846
  2200.200,     0.001004,    -0.000180
  2200.250,     0.014876,    -0.001447
  2200.300,     0.009729,     0.003882
  2200.350,    -0.002077,     0.000922
  2200.400,     0.007415,     0.001110
  2200.450,    -0.004376,     0.007272
  2200.500,    -0.001119,     0.006272
  2200.550,    -0.001881,     0.009023
  2200.600,     0.003885,     0.002815
  2200.650,     0.006698,     0.007783
  2200.700,    -0.005600,    -0.005029
  2200.750,     0.000405,     0.009166
  2200.800,    -0.010571,    -0.004211
  2200.850,    -0.005794,     0.005779
  2200.900,    -0.012812,     0.002705
  2200.950,    -0.002311,     0.000568
  2201.000,    -0.018793,     0.006719
  2201.050,    -0.013159,     0.001612
  2201.100,    -0.021674,    -0.001168
  2201.150,    -0.032237,     0.002895
  2201.200,    -0.018908,    -0.001748
  2201.250,    -0.037384,     0.007181
  2201.300,    -0.033423,     0.002904
  2201.350,    -0.031753,    -0.005676
  2201.400,    -0.038444,     0.000082
  2201.450,    -0.039135,     0.009194
  2201.500,    -0.045487,     0.006324
  2201.550,    -0.051254,     0.004780
  2201.600,    -0.051121,     0.002725
  2201.650,    -0.043330,    -0.000226
  2201.700,    -0.059956,     0.004517
  2201.750,    -0.055422,     0.005929
  2201.800,    -0.051615,     0.005931
  2201.850,    -0.055978,     0.002146
  2201.900,    -0.050756,     0.004219
  2201.950,    -0.061542,     0.001556
  2202.000,    -0.072718,     0.007246
  2202.050,    -0.062475,     0.005108
  2202.100,    -0.071666,     0.002247
  2202.150,    -0.064471,    -0.007886
  2202.200,    -0.077520,     0.007641
  2202.250,    -0.079778,     0.009631
  2202.300,    -0.066514,    -0.001489
  2202.350,    -0.078100,     0.003299
  2202.400,    -0.070362,     0.005536
  2202.450,    -0.077181,    -0.000151
  2202.500,    -0.068310,     0.005317
  2202.550,    -0.064361,     0.000688
  2202.600,    -0.056711,     0.003485
  2202.650,    -0.063598,     0.009406
  2202.700,    -0.051512,     0.002329
  2202.750,    -0.060348,    -0.003222
  2202.800,    -0.048779,    -0.005762
  2202.850,    -0.043523,     0.005813
  2202.900,    -0.041787,     0.006622
  2202.950,    -0.028746,    -0.002645
  2203.000,    -0.018826,     0.004767
  2203.050,    -0.019634,     0.009939
  2203.100,    -0.017555,     0.005160
  2203.150,     0.002475,     0.004517
  2203.200,    -0.002246,     0.003918
  2203.250,     0.024997,     0.005232
  2203.300,     0.016125,     0.006545
  2203.350,     0.024384,    -0.003128
  2203.400,     0.035317,     0.003412
  2203.450,     0.039683,     0.001660
  2203.500,     0.038514,     0.001824
  2203.550,     0.048706,     0.001700
  2203.600,     0.047930,     0.008084
  2203.650,     0.065440,    -0.002940
  2203.700,     0.072844,    -0.002123
  2203.750,     0.075193,     0.004669
  2203.800,     0.092028,     0.004767
  2203.850,     0.087337,     0.001687
  2203.900,     0.099303,     0.001730
  2203.950,     0.114989,     0.007236
  2204.000,     0.122239,     0.002669
  2204.050,     0.123693,     0.002076
  2204.100,     0.142533,     0.005074
  2204.150,     0.135882,     0.005399
  2204.200,     0.145949,     0.008084
  2204.250,     0.149980,     0.001247
  2204.300,     0.144501,     0.001657
  2204.350,     0.154404,     0.007416
  2204.400,     0.147764,     0.003763
  2204.450,     0.134297,    -0.001186
  2204.500,     0.135517,     0.005746
  2204.550,     0.119099,     0.007485
  2204.600,     0.110517,     0.006542
  2204.650,     0.093637,     0.005026
  2204.700,     0.075458,     0.006521
  2204.750,     0.048846,     0.001873
  2204.800,     0.019917,     0.005074
  2204.850,     0.005652,     0.006415
  2204.900,    -0.016919,     0.009097
  2204.950,    -0.041497,    -0.002074
  2205.000,    -0.065129,     0.002632
  2205.050,    -0.098798,     0.004439
  2205.100,    -0.120154,     0.010978
  2205.150,    -0.153844,     0.008543
  2205.200,    -0.184850,     0.002627
  2205.250,    -0.210774,     0.004876
  2205.300,    -0.238949,     0.005594
  2205.350,    -0.248910,     0.009359
  2205.400,    -0.276662,     0.008905
  2205.450,    -0.301825,     0.011371
  2205.500,    -0.314309,     0.006044
  2205.550,    -0.332586,    -0.001386
  2205.600,    -0.332575,     0.015476
  2205.650,    -0.343201,     0.008000
  2205.700,    -0.352472,     0.003180
  2205.750,    -0.333793,     0.004299
  2205.800,    -0.340238,    -0.002426
  2205.850,    -0.327151,     0.008023
  2205.900,    -0.318302,     0.006086
  2205.950,    -0.294815,     0.005473
  2206.000,    -0.291324,     0.009872
  2206.050,    -0.283478,     0.000210
  2206.100,    -0.269769,     0.002736
  2206.150,    -0.254820,     0.003938
  2206.200,    -0.231224,     0.001584
  2206.250,    -0.218849,     0.012134
  2206.300,    -0.197935,     0.010088
  2206.350,    -0.195211,     0.010055
  2206.400,    -0.192031,     0.000310
  2206.450,    -0.177631,    -0.006324
  2206.500,    -0.163580,    -0.000842
  2206.550,    -0.173944,     0.000691
  2206.600,    -0.166385,     0.005600
  2206.650,    -0.158736,     0.000530
  2206.700,    -0.156826,    -0.004719
  2206.750,    -0.155149,     0.005116
  2206.800,    -0.157979,     0.001585
  2206.850,    -0.160947,     0.003339
  2206.900,    -0.162303,     0.002372
  2206.950,    -0.175239,     0.001998
  2207.000,    -0.181971,     0.003777
  2207.050,    -0.179514,     0.006211
  2207.100,    -0.184888,     0.006621
  2207.150,    -0.198449,     0.001833
  2207.200,    -0.199646,     0.007674
  2207.250,    -0.203608,     0.008321
  2207.300,    -0.203882,    -0.000554
  2207.350,    -0.207478,     0.005314
  2207.400,    -0.214563,     0.004998
  2207.450,    -0.219113,     0.003012
  2207.500,    -0.221404,     0.015534
  2207.550,    -0.222199,     0.009866
  2207.600,    -0.223178,     0.003020
  2207.650,    -0.226849,     0.000943
  2207.700,    -0.229667,     0.003268
  2207.750,    -0.232834,     0.005469
