Time_abs/ps, Signal 1/nA, Signal 2/nA
  2200.000,     0.001304,    -0.005684
  2200.050,    -0.006115,     0.001412
  2200.100,    -0.008729,     0.003338
  2200.150,    -0.001615,    -0.000129
  2200.200,     0.015155,     0.001063
  2200.250,     0.007466,    -0.002029
  2200.300,     0.015410,    -0.001010
  2200.350,     0.018277,    -0.001832
  2200.400,     0.021439,     0.001483
  2200.450,     0.018187,    -0.000868
  2200.500,     0.029841,    -0.002568
  2200.550,     0.027618,    -0.007088
  2200.600,     0.033008,    -0.003141
  2200.650,     0.030874,     0.003113
  2200.700,     0.039502,     0.002312
  2200.750,     0.036259,    -0.005730
  2200.800,     0.036006,     0.000473
  2200.850,     0.038335,    -0.004292
  2200.900,     0.036189,    -0.004735
  2200.950,     0.020972,     0.002409
  2201.000,     0.028935,    -0.002328
  2201.050,     0.012245,    -0.000461
  2201.100,     0.008080,     0.000813
  2201.150,     0.015456,    -0.005131
  2201.200,     0.013180,    -0.000607
  2201.250,    -0.008538,    -0.003245
  2201.300,    -0.004838,    -0.004407
  2201.350,     0.001334,    -0.003194
  2201.400,    -0.021235,    -0.001563
  2201.450,    -0.013473,     0.002465
  2201.500,    -0.025588,    -0.000658
  2201.550,    -0.021919,     0.001306
  2201.600,    -0.040273,     0.000902
  2201.650,    -0.030030,    -0.001323
  2201.700,    -0.041511,    -0.006502
  2201.750,    -0.041227,     0.000184
  2201.800,    -0.038041,     0.001272
  2201.850,    -0.051437,    -0.009721
  2201.900,    -0.053243,    -0.002777
  2201.950,    -0.058058,    -0.007137
  2202.000,    -0.062734,    -0.000783
  2202.050,    -0.060579,    -0.001568
  2202.100,    -0.068548,    -0.004772
  2202.150,    -0.058958,    -0.003439
  2202.200,    -0.072641,    -0.003550
  2202.250,    -0.065653,     0.004450
  2202.300,    -0.067877,    -0.004351
  2202.350,    -0.061089,    -0.003768
  2202.400,    -0.068433,    -0.008712
  2202.450,    -0.074252,    -0.003754
  2202.500,    -0.065989,    -0.002922
  2202.550,    -0.058411,    -0.002454
  2202.600,    -0.064015,     0.004070
  2202.650,    -0.072966,    -0.007368
  2202.700,    -0.063964,     0.004514
  2202.750,    -0.060321,     0.002219
  2202.800,    -0.059220,     0.003261
  2202.850,    -0.046409,    -0.002810
  2202.900,    -0.055480,    -0.001360
  2202.950,    -0.038659,    -0.002236
  2203.000,    -0.030011,    -0.006014
  2203.050,    -0.034454,    -0.001101
  2203.100,    -0.023362,    -0.003555
  2203.150,    -0.014679,    -0.012998
  2203.200,    -0.005883,    -0.006587
  2203.250,    -0.000772,    -0.004504
  2203.300,     0.009220,    -0.001269
  2203.350,     0.011938,     0.001723
  2203.400,     0.027725,    -0.000393
  2203.450,     0.038155,     0.000103
  2203.500,     0.053516,    -0.000539
  2203.550,     0.061970,    -0.004151
  2203.600,     0.062792,    -0.005419
  2203.650,     0.078701,    -0.000768
  2203.700,     0.097537,    -0.006107
  2203.750,     0.097463,     0.000817
  2203.800,     0.106179,    -0.002688
  2203.850,     0.124508,    -0.000117
  2203.900,     0.133761,    -0.008606
  2203.950,     0.143002,    -0.009193
  2204.000,     0.151719,     0.001163
  2204.050,     0.149545,     0.004371
  2204.100,     0.168935,     0.000235
  2204.150,     0.180503,    -0.000773
  2204.200,     0.175123,     0.005554
  2204.250,     0.187403,     0.007721
  2204.300,     0.192826,     0.003043
  2204.350,     0.194949,     0.000825
  2204.400,     0.200194,    -0.006338
  2204.450,     0.209652,     0.002252
  2204.500,     0.199794,     0.004016
  2204.550,     0.192339,    -0.002261
  2204.600,     0.196043,    -0.004881
