Time_abs/ps, Signal 1/nA, Ref.signal 1/nA, Signal 2/nA, Ref.signal 2/nA
  1800.000,    -0.023661,     0.013293,     0.004527,
  1800.050,    -0.016804,     0.010049,     0.002663,
  1800.100,     0.002887,    -0.003301,    -0.002861,
  1800.150,     0.013188,    -0.008734,    -0.001201,
  1800.200,     0.024391,    -0.011306,    -0.003128,
  1800.250,     0.020437,    -0.022968,     0.002977,
  1800.300,     0.019369,    -0.026222,     0.001365,
  1800.350,     0.031694,    -0.037058,    -0.002681,
  1800.400,     0.021576,    -0.042932,     0.002083,
  1800.450,     0.018643,    -0.051183,     0.007336,
  1800.500,     0.017114,    -0.060580,     0.002572,
  1800.550,     0.008712,    -0.076621,    -0.002934,
  1800.600,     0.001729,    -0.092982,    -0.001100,
  1800.650,    -0.002347,    -0.091529,     0.002797,
  1800.700,    -0.009711,    -0.095606,     0.010377,
  1800.750,    -0.004945,    -0.118809,     0.003019,
  1800.800,    -0.033772,    -0.111539,    -0.005098,
  1800.850,    -0.040018,    -0.127298,    -0.000083,
  1800.900,    -0.045123,    -0.135145,     0.002991,
  1800.950,    -0.045782,    -0.136620,     0.001265,
  1801.000,    -0.071306,    -0.143956,     0.001693,
  1801.050,    -0.065680,    -0.137394,     0.001207,
  1801.100,    -0.077498,    -0.144986,     0.001946,
  1801.150,    -0.084541,    -0.137988,     0.004357,
  1801.200,    -0.087273,    -0.146387,     0.004138,
  1801.250,    -0.100134,    -0.160888,     0.001292,
  1801.300,    -0.083919,    -0.140104,    -0.001055,
  1801.350,    -0.104242,    -0.142208,     0.004607,
  1801.400,    -0.097592,    -0.130153,    -0.005241,
  1801.450,    -0.100353,    -0.131381,    -0.004292,
  1801.500,    -0.100061,    -0.117937,     0.001763,
  1801.550,    -0.106334,    -0.115544,     0.002456,
  1801.600,    -0.100968,    -0.102266,     0.006196,
  1801.650,    -0.096252,    -0.082237,    -0.003141,
  1801.700,    -0.089071,    -0.059859,     0.001919,
  1801.750,    -0.074120,    -0.026706,    -0.004733,
  1801.800,    -0.069236,    -0.014979,     0.000426,
  1801.850,    -0.053374,     0.022344,     0.014436,
  1801.900,    -0.046988,     0.050717,     0.008106,
  1801.950,    -0.018511,     0.084689,     0.005206,
  1802.000,    -0.004300,     0.126348,    -0.001113,
  1802.050,     0.024349,     0.160741,     0.004688,
  1802.100,     0.044239,     0.201637,    -0.001113,
  1802.150,     0.061885,     0.252285,     0.000635,
  1802.200,     0.091301,     0.281383,     0.006159,
  1802.250,     0.120510,     0.319468,    -0.000323,
  1802.300,     0.152473,     0.371308,     0.001842,
  1802.350,     0.180187,     0.413496,     0.007766,
  1802.400,     0.221521,     0.461122,     0.004050,
  1802.450,     0.247035,     0.499153,     0.008142,
  1802.500,     0.280811,     0.552379,     0.010702,
  1802.550,     0.321018,     0.577174,     0.001490,
  1802.600,     0.361716,     0.612039,     0.006336,
  1802.650,     0.409176,     0.646105,    -0.006530,
  1802.700,     0.442492,     0.678780,    -0.003640,
  1802.750,     0.471269,     0.710871,    -0.006136,
  1802.800,     0.518687,     0.730386,     0.000978,
  1802.850,     0.550841,     0.744871,    -0.000694,
  1802.900,     0.593046,     0.763225,    -0.000642,
  1802.950,     0.624366,     0.763223,     0.000240,
  1803.000,     0.664088,     0.780597,     0.003347,
  1803.050,     0.699620,     0.783756,     0.002630,
  1803.100,     0.715578,     0.786195,    -0.005631,
  1803.150,     0.760137,     0.776204,     0.003356,
  1803.200,     0.770198,     0.762271,    -0.000446,
  1803.250,     0.799273,     0.765803,    -0.004213,
  1803.300,     0.817329,     0.739070,     0.000793,
  1803.350,     0.826216,     0.714333,    -0.002043,
  1803.400,     0.825259,     0.687460,    -0.005747,
  1803.450,     0.819560,     0.669664,    -0.002459,
  1803.500,     0.819294,     0.641235,     0.005963,
  1803.550,     0.821880,     0.605639,     0.000823,
  1803.600,     0.791908,     0.581592,     0.005145,
  1803.650,     0.779979,     0.534371,    -0.000955,
  1803.700,     0.762192,     0.507292,     0.000833,
  1803.750,     0.732914,     0.462892,     0.003523,
  1803.800,     0.707576,     0.424288,     0.003119,
  1803.850,     0.674832,     0.383345,     0.005066,
  1803.900,     0.631863,     0.346979,     0.004713,
  1803.950,     0.619547,     0.297735,     0.001462,
  1804.000,     0.567662,     0.265075,    -0.005615,
  1804.050,     0.534925,     0.219321,     0.004227,
  1804.100,     0.502713,     0.182554,     0.003482,
  1804.150,     0.459735,     0.147738,     0.002107,
  1804.200,     0.423456,     0.114254,    -0.004739,
  1804.250,     0.386064,     0.070360,     0.009100,
  1804.300,     0.340051,     0.033010,     0.002263,
  1804.350,     0.309345,    -0.000303,     0.004673,
  1804.400,     0.269957,    -0.045758,     0.000651,
  1804.450,     0.234835,    -0.064940,    -0.001712,
  1804.500,     0.190355,    -0.093204,    -0.004183,
  1804.550,     0.162842,    -0.115272,    -0.006652,
  1804.600,     0.129469,    -0.136334,    -0.003868,
  1804.650,     0.083235,    -0.162145,     0.001633,
  1804.700,     0.063345,    -0.184964,     0.005437,
  1804.750,     0.027924,    -0.190855,     0.001569,
  1804.800,    -0.004753,    -0.203865,    -0.005683,
  1804.850,    -0.028740,    -0.217951,     0.004150,
  1804.900,    -0.059586,    -0.217839,    -0.005631,
  1804.950,    -0.086301,    -0.233332,     0.002271,
  1805.000,    -0.107358,    -0.240300,    -0.001673,
