Time_abs/ps, Signal 1/nA, Ref.signal 1/nA, Signal 2/nA, Ref.signal 2/nA
  1800.000,    -0.035315,    -0.005662,     0.003022,
  1800.050,    -0.014735,     0.002711,     0.000104,
  1800.100,     0.005708,    -0.003696,     0.001561,
  1800.150,     0.008900,     0.005291,    -0.003559,
  1800.200,     0.035442,     0.001357,    -0.001128,
  1800.250,     0.028268,    -0.006462,    -0.006907,
  1800.300,     0.042948,    -0.004209,     0.002269,
  1800.350,     0.054666,    -0.007790,    -0.007260,
  1800.400,     0.056397,    -0.021925,     0.003811,
  1800.450,     0.053098,    -0.026577,    -0.005046,
  1800.500,     0.054070,    -0.046789,     0.000235,
  1800.550,     0.052367,    -0.049631,     0.001628,
  1800.600,     0.047992,    -0.065007,    -0.008075,
  1800.650,     0.055543,    -0.084239,    -0.008026,
  1800.700,     0.043219,    -0.095961,    -0.005034,
  1800.750,     0.028397,    -0.106868,     0.000862,
  1800.800,     0.036841,    -0.124369,     0.002011,
  1800.850,     0.016076,    -0.132083,    -0.003068,
  1800.900,     0.026878,    -0.155776,    -0.005263,
  1800.950,     0.008305,    -0.159239,     0.000353,
  1801.000,     0.004489,    -0.163054,     0.000657,
  1801.050,    -0.016864,    -0.180160,    -0.002943,
  1801.100,    -0.019253,    -0.186823,     0.004823,
  1801.150,    -0.031217,    -0.190235,    -0.001194,
  1801.200,    -0.036404,    -0.191254,    -0.003867,
  1801.250,    -0.048738,    -0.189712,    -0.008159,
  1801.300,    -0.058500,    -0.187483,    -0.005743,
  1801.350,    -0.063757,    -0.182780,    -0.002687,
  1801.400,    -0.066056,    -0.180658,    -0.012237,
  1801.450,    -0.081345,    -0.170917,    -0.000640,
  1801.500,    -0.090251,    -0.151699,     0.000436,
  1801.550,    -0.106229,    -0.136470,     0.004676,
  1801.600,    -0.099192,    -0.119568,    -0.003124,
  1801.650,    -0.117067,    -0.101421,    -0.009524,
  1801.700,    -0.120630,    -0.090178,    -0.001456,
  1801.750,    -0.125699,    -0.077493,    -0.001245,
  1801.800,    -0.109707,    -0.043076,     0.001147,
  1801.850,    -0.121771,    -0.017176,    -0.006154,
  1801.900,    -0.105554,     0.003511,     0.008177,
  1801.950,    -0.095675,     0.033962,    -0.000486,
  1802.000,    -0.077107,     0.069553,    -0.001476,
  1802.050,    -0.064473,     0.101936,    -0.004690,
  1802.100,    -0.041150,     0.136914,    -0.000070,
  1802.150,    -0.025248,     0.168138,    -0.005222,
  1802.200,     0.004717,     0.215509,    -0.002432,
  1802.250,     0.031675,     0.247661,    -0.005912,
  1802.300,     0.069843,     0.284504,     0.003943,
  1802.350,     0.096177,     0.333405,     0.004206,
  1802.400,     0.136144,     0.378664,    -0.002301,
  1802.450,     0.179801,     0.403755,    -0.004641,
  1802.500,     0.219580,     0.443093,     0.004093,
  1802.550,     0.249850,     0.489861,     0.003050,
  1802.600,     0.308491,     0.521073,    -0.003960,
  1802.650,     0.337685,     0.563434,     0.003014,
  1802.700,     0.392708,     0.597866,     0.005382,
  1802.750,     0.427487,     0.621309,     0.002241,
  1802.800,     0.470061,     0.659273,    -0.001657,
  1802.850,     0.515550,     0.696786,    -0.000575,
  1802.900,     0.562450,     0.707934,    -0.000181,
  1802.950,     0.602945,     0.733306,    -0.001483,
  1803.000,     0.641418,     0.752432,    -0.003745,
  1803.050,     0.672851,     0.764284,    -0.000985,
  1803.100,     0.706444,     0.765543,    -0.000611,
  1803.150,     0.735646,     0.767074,    -0.006952,
  1803.200,     0.762537,     0.769111,    -0.003493,
  1803.250,     0.789624,     0.764646,    -0.004839,
  1803.300,     0.801162,     0.754315,    -0.004009,
  1803.350,     0.831006,     0.737693,    -0.002818,
  1803.400,     0.836525,     0.717240,    -0.007393,
  1803.450,     0.844882,     0.701155,    -0.000020,
  1803.500,     0.846557,     0.672226,    -0.003258,
  1803.550,     0.842878,     0.642911,    -0.005365,
  1803.600,     0.835162,     0.603133,    -0.004849,
  1803.650,     0.816585,     0.579841,     0.000482,
  1803.700,     0.807121,     0.539043,     0.000959,
  1803.750,     0.784106,     0.496209,    -0.002587,
  1803.800,     0.760233,     0.472595,    -0.004018,
  1803.850,     0.734120,     0.421975,    -0.002298,
  1803.900,     0.704629,     0.380043,     0.005127,
  1803.950,     0.681100,     0.339819,    -0.004731,
  1804.000,     0.653587,     0.305515,    -0.002079,
  1804.050,     0.617568,     0.265724,     0.010898,
  1804.100,     0.581322,     0.223771,    -0.005064,
  1804.150,     0.559593,     0.192586,    -0.001738,
  1804.200,     0.530096,     0.150262,     0.002739,
  1804.250,     0.495526,     0.111358,    -0.001392,
  1804.300,     0.452867,     0.081014,    -0.004635,
  1804.350,     0.416776,     0.035921,    -0.007819,
  1804.400,     0.383585,     0.000522,    -0.008096,
  1804.450,     0.342383,    -0.037825,     0.001767,
  1804.500,     0.304891,    -0.068354,    -0.007432,
  1804.550,     0.268813,    -0.089506,     0.004629,
  1804.600,     0.225552,    -0.127249,    -0.000228,
  1804.650,     0.186882,    -0.141702,    -0.004053,
  1804.700,     0.156885,    -0.174298,    -0.004523,
  1804.750,     0.110512,    -0.206257,    -0.000973,
  1804.800,     0.077702,    -0.217056,     0.000882,
  1804.850,     0.048656,    -0.228059,    -0.006745,
  1804.900,     0.006756,    -0.247746,     0.003634,
  1804.950,    -0.030171,    -0.260788,    -0.002988,
  1805.000,    -0.054511,    -0.265298,     0.008483,
  1805.050,    -0.087394,    -0.270014,     0.003096,
  1805.100,    -0.105496,    -0.281026,    -0.002691,
  1805.150,    -0.130131,    -0.300468,     0.001651,
  1805.200,    -0.149605,    -0.293880,    -0.001492,
  1805.250,    -0.164772,    -0.321298,     0.001613,
  1805.300,    -0.168931,    -0.332671,    -0.005807,
  1805.350,    -0.191469,    -0.355128,    -0.005186,
  1805.400,    -0.205272,    -0.371654,    -0.007047,
  1805.450,    -0.208034,    -0.394795,     0.001207,
  1805.500,    -0.224671,    -0.407150,    -0.006582,
  1805.550,    -0.237014,    -0.414103,    -0.004459,
  1805.600,    -0.242130,    -0.395606,    -0.008625,
  1805.650,    -0.252961,    -0.376798,    -0.008992,
  1805.700,    -0.279184,    -0.328020,     0.002007,
  1805.750,    -0.291354,    -0.233961,     0.000006,
  1805.800,    -0.324895,    -0.123587,    -0.002967,
  1805.850,    -0.337427,     0.008187,     0.003424,
  1805.900,    -0.345795,     0.136565,    -0.003553,
  1805.950,    -0.341380,     0.262365,    -0.006421,
  1806.000,    -0.310287,     0.375268,    -0.006289,
  1806.050,    -0.257941,     0.458865,    -0.005776,
  1806.100,    -0.186588,     0.507516,    -0.004061,
  1806.150,    -0.082186,     0.543929,    -0.001569,
  1806.200,     0.028693,     0.553592,    -0.002612,
  1806.250,     0.149243,     0.527005,    -0.006521,
  1806.300,     0.280424,     0.486865,    -0.003563,
  1806.350,     0.389708,     0.432154,     0.003533,
  1806.400,     0.487054,     0.371795,     0.006687,
  1806.450,     0.549580,     0.319449,     0.002113,
  1806.500,     0.591362,     0.264188,    -0.003252,
  1806.550,     0.605678,     0.199117,     0.002002,
  1806.600,     0.600621,     0.137966,    -0.000705,
  1806.650,     0.571842,     0.088463,    -0.004220,
  1806.700,     0.535552,     0.036088,    -0.003855,
  1806.750,     0.480942,     0.000069,    -0.003474,
  1806.800,     0.433717,    -0.031950,    -0.001745,
  1806.850,     0.374057,    -0.081145,     0.002588,
  1806.900,     0.312746,    -0.109261,    -0.001668,
  1806.950,     0.264534,    -0.151498,     0.001217,
  1807.000,     0.223897,    -0.189623,     0.000457,
  1807.050,     0.168283,    -0.231805,    -0.000508,
  1807.100,     0.123591,    -0.259870,    -0.003648,
  1807.150,     0.084431,    -0.272932,     0.000928,
  1807.200,     0.035312,    -0.292567,     0.003810,
  1807.250,    -0.003756,    -0.304338,     0.002455,
  1807.300,    -0.042266,    -0.313152,     0.003390,
  1807.350,    -0.078557,    -0.325372,    -0.004763,
  1807.400,    -0.116003,    -0.332154,    -0.006999,
  1807.450,    -0.159072,    -0.369858,     0.001208,
  1807.500,    -0.182991,    -0.420443,     0.000430,
  1807.550,    -0.197292,    -0.467397,    -0.006029,
  1807.600,    -0.223752,    -0.542196,    -0.003945,
  1807.650,    -0.240520,    -0.614030,    -0.008224,
  1807.700,    -0.255511,    -0.690147,    -0.000671,
  1807.750,    -0.274818,    -0.746567,     0.006431,
  1807.800,    -0.298906,    -0.792618,     0.000478,
  1807.850,    -0.331812,    -0.834673,     0.001433,
  1807.900,    -0.380971,    -0.853542,    -0.001164,
  1807.950,    -0.451038,    -0.858732,     0.005130,
  1808.000,    -0.517929,    -0.873631,    -0.001855,
  1808.050,    -0.575582,    -0.864919,    -0.000847,
  1808.100,    -0.635985,    -0.882160,    -0.000668,
  1808.150,    -0.683465,    -0.886863,     0.008240,
  1808.200,    -0.731856,    -0.911447,     0.001011,
  1808.250,    -0.762161,    -0.918635,     0.001627,
  1808.300,    -0.774752,    -0.939094,     0.002646,
  1808.350,    -0.785809,    -0.960075,    -0.004468,
  1808.400,    -0.788247,    -0.975367,     0.011413,
  1808.450,    -0.795121,    -0.993256,     0.012526,
  1808.500,    -0.795290,    -1.015297,     0.005537,
  1808.550,    -0.796266,    -1.021686,    -0.010360,
  1808.600,    -0.815414,    -1.033194,    -0.008340,
  1808.650,    -0.833513,    -1.042957,    -0.000798,
  1808.700,    -0.854660,    -1.050437,     0.000220,
  1808.750,    -0.874401,    -1.058752,     0.001037,
  1808.800,    -0.886708,    -1.054038,    -0.007710,
  1808.850,    -0.891884,    -1.047226,    -0.001219,
  1808.900,    -0.898773,    -1.024128,    -0.001271,
  1808.950,    -0.930335,    -1.016378,    -0.006725,
  1809.000,    -0.943967,    -0.999396,    -0.001899,
  1809.050,    -0.950465,    -0.997504,    -0.005202,
  1809.100,    -0.949975,    -0.989860,    -0.003255,
  1809.150,    -0.955378,    -0.988110,     0.000064,
  1809.200,    -0.950735,    -1.002414,     0.004391,
  1809.250,    -0.931237,    -1.022468,     0.003813,
  1809.300,    -0.934087,    -1.061335,    -0.002940,
  1809.350,    -0.936923,    -1.112362,     0.002397,
  1809.400,    -0.930563,    -1.173287,     0.006728,
  1809.450,    -0.934579,    -1.238764,    -0.000124,
  1809.500,    -0.937290,    -1.328536,    -0.007287,
  1809.550,    -0.943329,    -1.417769,     0.001982,
  1809.600,    -0.972762,    -1.512710,    -0.001082,
  1809.650,    -1.002023,    -1.599588,     0.001442,
  1809.700,    -1.053541,    -1.680527,    -0.001967,
  1809.750,    -1.119412,    -1.773491,    -0.002756,
  1809.800,    -1.184384,    -1.866358,    -0.007962,
