Time_abs/ps, Signal 1/nA, Signal 2/nA
  2675.000,     0.001770,     0.002408
  2675.050,     0.000025,    -0.001800
  2675.100,     0.000497,     0.001407
  2675.150,     0.000473,    -0.001990
  2675.200,    -0.002765,    -0.000025
  2675.250,    -0.002957,     0.000160
  2675.300,    -0.002310,     0.000389
  2675.350,    -0.003750,     0.000118
  2675.400,    -0.003778,     0.001459
  2675.450,    -0.003070,    -0.001932
  2675.500,    -0.006840,     0.001359
  2675.550,    -0.000033,    -0.003284
  2675.600,    -0.000588,    -0.000302
  2675.650,    -0.002249,    -0.000563
  2675.700,    -0.002574,    -0.000374
  2675.750,    -0.001115,     0.000145
  2675.800,    -0.001005,    -0.000518
  2675.850,    -0.003589,     0.000027
  2675.900,     0.004041,     0.000798
  2675.950,     0.004884,    -0.000472
  2676.000,     0.007109,     0.000777
  2676.050,     0.008717,    -0.000176
  2676.100,     0.008746,    -0.001405
  2676.150,     0.010099,     0.000376
  2676.200,     0.012724,     0.000342
  2676.250,     0.018839,     0.001538
  2676.300,     0.020788,    -0.000101
  2676.350,     0.020372,    -0.001700
  2676.400,     0.025710,     0.000182
  2676.450,     0.025886,     0.000680
  2676.500,     0.028654,     0.000306
  2676.550,     0.033473,     0.001121
  2676.600,     0.035902,     0.000604
  2676.650,     0.037789,     0.000866
  2676.700,     0.046536,     0.004438
  2676.750,     0.048094,     0.000044
  2676.800,     0.052451,     0.001094
  2676.850,     0.056524,    -0.000676
  2676.900,     0.059024,    -0.000713
  2676.950,     0.063343,    -0.001329
  2677.000,     0.069457,     0.002928
  2677.050,     0.070276,    -0.000740
  2677.100,     0.074867,     0.001248
  2677.150,     0.080138,     0.000166
  2677.200,     0.084799,    -0.001876
  2677.250,     0.087749,    -0.000259
  2677.300,     0.093294,     0.002486
  2677.350,     0.096037,     0.000459
  2677.400,     0.100128,    -0.000089
  2677.450,     0.101846,     0.001122
  2677.500,     0.105412,     0.000514
  2677.550,     0.110983,     0.002505
  2677.600,     0.112925,     0.000714
  2677.650,     0.118701,     0.000973
  2677.700,     0.120162,     0.002459
  2677.750,     0.123427,    -0.000432
  2677.800,     0.128249,     0.001706
  2677.850,     0.132079,     0.001224
  2677.900,     0.133530,     0.001367
  2677.950,     0.134871,     0.000826
  2678.000,     0.139588,    -0.000156
  2678.050,     0.140222,     0.000733
  2678.100,     0.145538,    -0.000393
  2678.150,     0.147108,     0.002438
  2678.200,     0.147971,     0.000762
  2678.250,     0.151538,    -0.000363
  2678.300,     0.150063,    -0.000047
  2678.350,     0.153741,    -0.001235
  2678.400,     0.155737,     0.000754
  2678.450,     0.156900,    -0.000035
  2678.500,     0.158966,     0.000927
  2678.550,     0.162313,     0.002136
  2678.600,     0.164201,     0.001879
  2678.650,     0.166986,    -0.000457
  2678.700,     0.164896,    -0.000749
  2678.750,     0.167426,    -0.001622
  2678.800,     0.171096,     0.000604
  2678.850,     0.175918,     0.001397
  2678.900,     0.172237,     0.001169
  2678.950,     0.177474,    -0.000557
  2679.000,     0.176837,    -0.000418
  2679.050,     0.175222,     0.002486
  2679.100,     0.181482,    -0.001114
  2679.150,     0.182774,    -0.000502
  2679.200,     0.182710,     0.001599
  2679.250,     0.186790,    -0.001092
  2679.300,     0.186505,     0.001823
  2679.350,     0.184707,     0.001493
  2679.400,     0.188802,     0.002636
  2679.450,     0.193712,     0.001093
  2679.500,     0.193036,     0.000115
  2679.550,     0.196441,    -0.000713
