Frequency Set (GHz)	THz Photocurrent (nA)	Delay Length (mm)	Frequency Act (GHz)	(Frequency corr. smooth (GHz))	Amplitude (via StrMod)	Phase (via StrMod)	Frequency Fit	Offset Fit	Amplitude FFT	Phase FFT	Frequency FFT	Offset FFT	Timestamp (s)
494.600	-0.006	0.000	494.220	494.162	5.934	5.498	3.366	-0.360	0.000	5.477	3.366	221497.803	1740150096.566
494.800	0.050	0.000	494.425	494.363	6.118	0.240	3.367	-1.008	0.000	0.051	3.367	1669077.933	1740150096.883
495.000	-0.007	0.000	494.630	494.570	7.351	0.954	3.368	-0.164	0.000	0.764	3.368	4380.595	1740150097.192
495.200	-0.034	0.000	494.832	494.772	9.140	2.097	3.370	0.449	0.000	1.909	3.370	736507.232	1740150097.505
495.400	0.032	0.000	495.047	494.980	8.677	3.046	3.371	0.722	0.000	3.029	3.371	776057.620	1740150097.828
495.600	-0.112	0.000	495.237	495.176	8.870	3.862	3.372	0.233	0.000	3.847	3.372	113634.646	1740150098.142
495.800	-0.004	0.000	495.435	495.376	10.255	4.916	3.374	0.124	0.000	4.878	3.374	2230.525	1740150098.465
496.000	-0.044	0.000	495.629	495.573	10.057	5.852	3.375	-0.584	0.000	5.831	3.375	404790.998	1740150098.748
496.200	-0.021	0.000	495.832	495.772	10.194	0.599	3.376	-0.545	0.000	0.504	3.376	309094.835	1740150099.072
496.400	0.040	0.000	496.047	495.978	7.724	1.691	3.378	-0.377	0.000	1.607	3.378	344039.766	1740150099.406
496.600	-0.023	0.000	496.232	496.176	6.529	2.419	3.379	0.186	0.000	2.351	3.379	48215.345	1740150099.707
496.800	0.009	0.000	496.431	496.370	7.112	3.245	3.381	0.593	0.000	3.235	3.381	400799.134	1740150100.023
497.000	0.024	0.000	496.631	496.571	5.961	4.174	3.382	0.363	0.000	4.159	3.382	193115.098	1740150100.331
497.200	0.076	0.000	496.832	496.773	5.416	4.799	3.383	0.016	0.000	4.780	3.383	5533.523	1740150100.648
497.400	0.033	0.000	497.035	496.978	6.002	5.823	3.385	0.122	0.000	5.802	3.385	76890.705	1740150100.969
497.600	-0.031	0.000	497.220	497.167	5.676	0.066	3.386	0.325	0.000	0.059	3.386	162699.702	1740150101.277
497.800	0.045	0.000	497.430	497.369	7.745	1.089	3.387	-0.221	0.000	1.091	3.387	24931.526	1740150101.606
498.000	-0.059	0.000	497.619	497.569	5.970	2.171	3.389	0.865	0.000	2.177	3.389	1315593.491	1740150101.912
498.200	0.051	0.000	497.816	497.763	6.345	2.713	3.390	0.218	0.000	2.723	3.390	35215.389	1740150102.201
498.400	-0.074	0.000	498.035	497.966	7.534	3.880	3.391	0.640	0.000	3.915	3.391	617495.081	1740150102.523
498.600	0.048	0.000	498.224	498.167	4.931	4.783	3.393	-0.213	0.000	4.819	3.393	185584.165	1740150102.854
498.800	0.014	0.000	498.421	498.371	6.008	5.259	3.394	-0.318	0.000	5.307	3.394	71185.699	1740150103.158
499.000	0.024	0.000	498.622	498.568	6.330	0.122	3.396	-0.050	0.000	0.177	3.396	12478.862	1740150103.443
499.200	0.003	0.000	498.823	498.764	4.874	0.765	3.397	-0.019	0.000	0.815	3.397	189.259	1740150103.757
499.400	-0.011	0.000	499.025	498.962	6.754	1.418	3.398	0.177	0.000	1.492	3.398	146707.435	1740150104.088
499.600	-0.001	0.000	499.232	499.174	7.908	2.584	3.400	0.332	0.000	2.663	3.400	243588.171	1740150104.391
499.800	-0.002	0.000	499.389	499.348	6.683	3.281	3.401	0.542	0.000	3.355	3.401	308938.634	1740150104.632
500.000	-0.014	0.000	499.569	499.517	8.932	4.019	3.402	-0.013	0.000	4.116	3.402	35620.095	1740150104.908
500.200	0.037	0.000	499.793	499.728	7.169	5.254	3.404	-0.789	0.000	5.356	3.404	1146883.451	1740150105.226
500.400	-0.002	0.000	500.001	499.943	7.183	5.818	3.405	0.156	0.000	5.923	3.405	110603.109	1740150105.512
500.600	0.069	0.000	500.222	500.154	9.084	0.812	3.406	-0.684	0.000	0.932	3.406	596739.292	1740150105.835
500.800	0.022	0.000	500.428	500.365	6.750	1.587	3.408	0.231	0.000	1.726	3.408	193461.297	1740150106.158
501.000	0.030	0.000	500.631	500.571	9.851	2.431	3.409	0.613	0.000	2.281	3.409	520563.244	1740150106.486
501.200	0.016	0.000	500.825	500.775	10.175	3.760	3.411	0.236	0.000	3.902	3.411	47.758	1740150106.792
501.400	0.025	0.000	501.018	500.967	6.572	4.607	3.412	-0.794	0.000	4.773	3.412	1512354.411	1740150107.079
501.600	0.010	0.000	501.240	501.172	7.285	5.487	3.413	-0.559	0.000	5.649	3.413	342087.486	1740150107.418
501.800	0.018	0.000	501.454	501.386	5.130	0.193	3.415	0.014	0.000	0.347	3.415	10431.771	1740150107.758
502.000	0.007	0.000	501.640	501.583	5.594	0.692	3.416	-0.337	0.000	0.859	3.416	167776.547	1740150108.076
502.200	-0.025	0.000	501.830	501.778	6.758	1.686	3.417	0.053	0.000	1.880	3.417	1385.606	1740150108.381
502.400	-0.012	0.000	502.028	501.972	4.283	2.864	3.419	0.628	0.000	3.040	3.419	558701.663	1740150108.667
502.600	-0.006	0.000	502.230	502.172	4.254	3.126	3.420	0.273	0.000	3.328	3.420	87805.564	1740150108.979
502.800	0.002	0.000	502.443	502.372	3.874	4.205	3.421	0.028	0.000	4.429	3.421	13444.489	1740150109.311
503.000	-0.012	0.000	502.634	502.573	3.070	4.396	3.423	-0.420	0.000	4.664	3.423	509725.515	1740150109.627
503.200	0.008	0.000	502.832	502.773	6.746	5.127	3.424	-0.597	0.000	5.386	3.424	602859.610	1740150109.941
503.400	0.019	0.000	502.999	502.958	7.665	0.005	3.425	0.005	0.000	0.225	3.425	187381.062	1740150110.198
503.600	0.036	0.000	503.209	503.147	7.026	0.798	3.427	-0.022	0.000	1.036	3.427	4790.147	1740150110.513
503.800	0.019	0.000	503.418	503.358	9.102	1.708	3.428	0.511	0.000	1.512	3.428	698237.030	1740150110.821
504.000	0.013	0.000	503.622	503.561	8.574	2.876	3.430	0.889	0.000	3.172	3.430	867610.722	1740150111.139
504.200	-0.013	0.000	503.820	503.764	8.660	3.552	3.431	0.948	0.000	3.822	3.431	1207085.442	1740150111.421
504.400	0.016	0.000	504.042	503.967	11.088	4.897	3.432	-1.648	0.000	5.243	3.432	5041696.405	1740150111.764
504.600	0.015	0.000	504.202	504.157	6.675	5.948	3.434	-1.717	0.000	6.264	3.434	4828172.690	1740150112.039
504.800	-0.012	0.000	504.406	504.351	7.258	0.103	3.435	-0.077	0.000	0.369	3.435	6845.064	1740150112.346
505.000	0.064	0.000	504.599	504.547	7.386	1.208	3.436	-0.949	0.000	1.091	3.436	1563260.820	1740150112.617
505.200	-0.052	0.000	504.789	504.735	5.457	1.844	3.438	0.332	0.000	1.754	3.438	161133.422	1740150112.913
505.400	-0.009	0.000	505.003	504.946	6.741	2.697	3.439	0.884	0.000	3.086	3.439	844261.709	1740150113.228
505.600	-0.072	0.000	505.213	505.155	6.154	3.589	3.440	-0.276	0.000	4.032	3.440	333291.178	1740150113.521
505.800	0.008	0.000	505.426	505.363	6.528	4.422	3.442	-0.557	0.000	4.985	3.442	555388.341	1740150113.838
506.000	0.004	0.000	505.585	505.541	7.240	5.231	3.443	-0.821	0.000	5.733	3.443	1183648.145	1740150114.110
506.200	-0.032	0.000	505.797	505.741	6.992	6.258	3.445	-0.110	0.000	6.176	3.445	68418.321	1740150114.396
506.400	-0.001	0.000	506.017	505.953	5.737	0.766	3.446	-0.057	0.000	0.707	3.446	6.328	1740150114.713
506.600	-0.019	0.000	506.180	506.134	6.537	1.442	3.447	-0.148	0.000	1.332	3.447	33524.130	1740150114.993
506.800	0.008	0.000	506.395	506.340	6.334	2.533	3.449	0.763	0.000	2.357	3.449	392115.236	1740150115.282
507.000	-0.017	0.000	506.606	506.548	5.984	3.149	3.450	0.300	0.000	3.760	3.450	35944.634	1740150115.587
507.200	0.018	0.000	506.772	506.729	7.420	3.912	3.451	0.442	0.000	4.623	3.451	118006.900	1740150115.847
507.400	0.010	0.000	506.997	506.935	7.296	5.020	3.453	-0.995	0.000	5.687	3.453	1545332.990	1740150116.146
507.600	0.034	0.000	507.211	507.145	6.150	5.926	3.454	-0.657	0.000	0.313	3.454	716211.234	1740150116.468
507.800	0.008	0.000	507.428	507.368	6.875	0.340	3.455	-0.143	0.000	0.304	3.455	1205.457	1740150116.797
508.000	0.016	0.000	507.621	507.565	6.985	1.240	3.457	0.597	0.000	1.176	3.457	935606.200	1740150117.093
508.200	-0.039	0.000	507.826	507.763	8.843	1.906	3.458	0.832	0.000	1.826	3.458	1060667.439	1740150117.414
508.400	0.036	0.000	508.027	507.968	11.072	3.053	3.460	0.831	0.000	3.833	3.460	366088.355	1740150117.732
508.600	-0.007	0.000	508.228	508.170	10.904	4.060	3.461	-0.153	0.000	4.872	3.461	175746.262	1740150118.018
508.800	-0.002	0.000	508.440	508.372	10.765	5.010	3.462	-0.821	0.000	5.806	3.462	876576.868	1740150118.338
509.000	0.008	0.000	508.592	508.551	11.836	5.948	3.464	-1.114	0.000	0.483	3.464	1134034.747	1740150118.588
509.200	-0.062	0.000	508.814	508.747	9.346	0.658	3.465	-0.551	0.000	0.628	3.465	500840.785	1740150118.899
509.400	0.038	0.000	509.030	508.960	9.073	1.506	3.466	0.166	0.000	1.467	3.466	21590.390	1740150119.217
509.600	0.013	0.000	509.227	509.163	9.435	2.488	3.468	0.674	0.000	2.415	3.468	514188.055	1740150119.541
509.800	-0.026	0.000	509.430	509.371	8.391	3.440	3.469	0.636	0.000	4.372	3.469	376392.575	1740150119.858
510.000	-0.023	0.000	509.628	509.572	8.153	4.405	3.470	-0.399	0.000	5.319	3.470	118087.612	1740150120.174
510.200	0.014	0.000	509.824	509.768	6.376	5.221	3.472	-0.655	0.000	6.137	3.472	539654.100	1740150120.464
510.400	0.034	0.000	510.041	509.971	6.274	6.034	3.473	-0.862	0.000	6.013	3.473	999343.729	1740150120.796
510.600	0.010	0.000	510.227	510.170	5.748	0.523	3.474	0.286	0.000	0.510	3.474	461080.689	1740150121.108
510.800	0.014	0.000	510.435	510.375	5.402	1.263	3.476	0.219	0.000	1.202	3.476	61360.853	1740150121.418
511.000	0.050	0.000	510.633	510.571	5.093	2.026	3.477	0.245	0.000	1.981	3.477	16102.746	1740150121.745
511.200	-0.024	0.000	510.828	510.774	6.229	2.748	3.479	0.648	0.000	3.777	3.479	356955.848	1740150122.028
511.400	0.003	0.000	511.038	510.973	6.815	3.523	3.480	0.573	0.000	4.575	3.480	557554.271	1740150122.352
511.600	0.022	0.000	511.232	511.173	8.574	4.364	3.481	-0.142	0.000	5.414	3.481	17471.848	1740150122.668
511.800	0.010	0.000	511.399	511.355	9.260	5.363	3.483	-0.100	0.000	0.120	3.483	68795.274	1740150122.945
512.000	-0.012	0.000	511.606	511.550	10.900	6.243	3.484	-1.146	0.000	6.217	3.484	1035040.473	1740150123.232
512.200	0.051	0.000	511.789	511.741	9.714	0.969	3.485	0.974	0.000	0.934	3.485	2400084.847	1740150123.518
512.400	-0.016	0.000	512.005	511.942	9.685	1.828	3.487	1.135	0.000	1.762	3.487	1739552.944	1740150123.837
512.600	0.002	0.000	512.216	512.156	9.905	2.864	3.488	0.697	0.000	3.988	3.488	158740.055	1740150124.127
512.800	0.006	0.000	512.426	512.362	9.235	3.739	3.489	0.563	0.000	4.898	3.489	277405.851	1740150124.441
513.000	-0.011	0.000	512.642	512.569	10.413	4.617	3.491	-0.601	0.000	5.763	3.491	365993.732	1740150124.781
513.200	-0.016	0.000	512.834	512.777	10.251	5.782	3.492	-1.479	0.000	0.649	3.492	3097270.941	1740150125.093
513.400	0.012	0.000	513.030	512.974	8.019	0.404	3.494	-0.662	0.000	0.378	3.494	371895.199	1740150125.422
513.600	-0.006	0.000	513.220	513.172	8.108	0.964	3.495	0.238	0.000	0.933	3.495	179521.781	1740150125.698
513.800	0.008	0.000	513.425	513.366	8.942	2.013	3.496	1.223	0.000	1.942	3.496	2121029.219	1740150126.025
514.000	-0.003	0.000	513.638	513.577	6.499	2.947	3.498	0.521	0.000	-2.105	3.498	230363.189	1740150126.342
514.200	-0.014	0.000	513.825	513.767	7.811	3.514	3.499	0.868	0.000	-1.497	3.499	1304396.437	1740150126.652
514.400	-0.047	0.000	514.027	513.969	7.944	4.534	3.500	-0.395	0.000	-0.485	3.500	305479.120	1740150126.978
514.600	-0.006	0.000	514.226	514.173	7.323	5.311	3.502	-0.514	0.000	0.287	3.502	91932.195	1740150127.257
514.800	-0.002	0.000	514.430	514.370	8.550	6.183	3.503	-0.684	0.000	-0.118	3.503	340193.886	1740150127.578
515.000	0.032	0.000	514.643	514.574	7.931	0.833	3.504	-0.284	0.000	0.830	3.504	137445.167	1740150127.914
515.200	-0.001	0.000	514.824	514.771	7.186	1.523	3.506	0.709	0.000	1.464	3.506	783148.839	1740150128.218
515.400	0.059	0.000	515.025	514.968	9.425	2.442	3.507	0.602	0.000	2.405	3.507	98855.488	1740150128.523
515.600	-0.043	0.000	515.227	515.166	8.921	3.469	3.509	0.312	0.000	-1.442	3.509	6411.837	1740150128.827
515.800	-0.021	0.000	515.427	515.370	7.865	4.154	3.510	0.562	0.000	-0.733	3.510	589251.272	1740150129.133
516.000	-0.036	0.000	515.588	515.542	9.128	4.989	3.511	-1.267	0.000	0.089	3.511	1730575.235	1740150129.403
516.200	-0.051	0.000	515.806	515.744	8.186	5.992	3.513	-0.992	0.000	-0.339	3.513	1038784.866	1740150129.728
516.400	0.000	0.000	516.013	515.956	8.056	0.158	3.514	-0.406	0.000	0.144	3.514	135472.182	1740150130.008
516.600	0.008	0.000	516.179	516.133	12.389	1.137	3.515	0.985	0.000	1.104	3.515	2030880.110	1740150130.285
516.800	-0.001	0.000	516.401	516.338	10.685	2.217	3.517	0.973	0.000	2.171	3.517	609783.321	1740150130.602
517.000	0.003	0.000	516.604	516.550	13.377	3.085	3.518	0.126	0.000	-1.726	3.518	257993.886	1740150130.893
517.200	0.010	0.000	516.834	516.762	11.787	4.394	3.519	-0.913	0.000	-0.409	3.519	1372745.457	1740150131.218
517.400	-0.007	0.000	517.027	516.966	8.847	5.127	3.521	-0.588	0.000	0.327	3.521	150348.251	1740150131.535
517.600	0.010	0.000	517.227	517.169	11.312	5.956	3.522	-0.664	0.000	-0.364	3.522	144307.139	1740150131.848
517.800	0.014	0.000	517.444	517.378	10.494	0.784	3.523	-0.384	0.000	0.772	3.523	166698.308	1740150132.175
518.000	0.006	0.000	517.630	517.575	9.442	1.542	3.525	0.868	0.000	1.500	3.525	1060278.561	1740150132.463
518.200	0.023	0.000	517.835	517.776	10.346	2.558	3.526	0.962	0.000	-2.176	3.526	594440.852	1740150132.792
518.400	0.012	0.000	518.051	517.988	7.747	3.636	3.528	0.255	0.000	-1.063	3.528	1769.159	1740150133.123
518.600	-0.027	0.000	518.234	518.177	7.465	4.107	3.529	-0.583	0.000	-0.573	3.529	839007.494	1740150133.431
518.800	0.010	0.000	518.432	518.373	8.588	5.091	3.530	-0.690	0.000	0.385	3.530	333626.398	1740150133.754
519.000	-0.015	0.000	518.632	518.575	7.230	5.885	3.532	-0.627	0.000	-0.433	3.532	135750.247	1740150134.072
519.200	-0.003	0.000	518.828	518.773	8.994	0.438	3.533	-0.427	0.000	0.420	3.533	16381.427	1740150134.360
519.400	-0.018	0.000	518.997	518.950	8.386	1.351	3.534	0.557	0.000	1.306	3.534	294993.391	1740150134.644
519.600	0.021	0.000	519.214	519.151	6.577	2.134	3.536	0.495	0.000	2.073	3.536	100699.372	1740150134.962
519.800	0.007	0.000	519.418	519.359	8.006	2.867	3.537	1.051	0.000	-1.731	3.537	649864.652	1740150135.249
520.000	0.062	0.000	519.623	519.562	7.788	3.916	3.538	0.059	0.000	-0.666	3.538	993.279	1740150135.568
520.200	0.007	0.000	519.783	519.742	6.814	4.397	3.540	-0.523	0.000	-0.166	3.540	378680.665	1740150135.851
520.400	-0.020	0.000	519.997	519.944	9.842	5.332	3.541	0.113	0.000	0.757	3.541	486839.629	1740150136.136
520.600	-0.004	0.000	520.208	520.150	9.142	0.150	3.543	-0.402	0.000	0.124	3.543	12784.742	1740150136.439
520.800	-0.040	0.000	520.388	520.337	9.998	0.776	3.544	0.285	0.000	0.773	3.544	252559.827	1740150136.723
521.000	0.000	0.000	520.600	520.540	10.491	1.931	3.545	0.082	0.000	1.879	3.545	218595.740	1740150137.027
521.200	0.054	0.000	520.810	520.753	8.577	2.815	3.547	0.316	0.000	-1.672	3.547	2979.692	1740150137.321
521.400	-0.064	0.000	521.033	520.965	9.652	3.749	3.548	0.265	0.000	-0.712	3.548	2716.822	1740150137.645
521.600	0.003	0.000	521.183	521.143	9.896	4.459	3.549	-0.552	0.000	-0.002	3.549	538280.382	1740150137.894
521.800	-0.020	0.000	521.406	521.338	9.077	5.499	3.551	-0.597	0.000	1.039	3.551	66249.882	1740150138.204
522.000	-0.038	0.000	521.618	521.557	9.463	0.057	3.552	-0.778	0.000	0.043	3.552	311763.855	1740150138.519
522.200	0.011	0.000	521.824	521.761	9.892	1.147	3.553	0.025	0.000	1.119	3.553	23.656	1740150138.848
522.400	-0.030	0.000	522.022	521.966	7.111	1.920	3.555	0.580	0.000	1.889	3.555	170049.054	1740150139.148
522.600	0.002	0.000	522.225	522.165	8.999	2.659	3.556	1.531	0.000	-1.725	3.556	2643431.518	1740150139.473
522.800	-0.021	0.000	522.427	522.373	9.398	3.697	3.558	0.535	0.000	-0.673	3.558	191304.776	1740150139.757
523.000	-0.029	0.000	522.634	522.571	8.443	4.512	3.559	-0.851	0.000	0.149	3.559	1213003.042	1740150140.077
523.200	-0.001	0.000	522.783	522.742	9.710	5.299	3.560	-0.526	0.000	0.933	3.560	8942.638	1740150140.336
523.400	0.002	0.000	523.003	522.940	7.993	0.078	3.562	-1.178	0.000	0.058	3.562	1373283.570	1740150140.646
523.600	0.003	0.000	523.210	523.156	7.648	0.661	3.563	-0.548	0.000	0.644	3.563	439141.453	1740150140.942
523.800	-0.008	0.000	523.423	523.357	9.151	1.613	3.564	0.340	0.000	1.573	3.564	106609.102	1740150141.272
524.000	-0.012	0.000	523.621	523.567	7.502	2.636	3.566	-0.279	0.000	-1.655	3.566	756089.216	1740150141.583
524.200	0.023	0.000	523.823	523.767	7.520	3.295	3.567	0.714	0.000	-0.958	3.567	342321.984	1740150141.896
524.400	-0.057	0.000	524.027	523.967	9.127	4.168	3.568	-0.213	0.000	-0.088	3.568	161547.660	1740150142.203
524.600	-0.008	0.000	524.227	524.170	9.804	5.035	3.570	-0.444	0.000	0.790	3.570	55469.140	1740150142.508
524.800	0.050	0.000	524.385	524.343	10.750	5.796	3.571	-0.547	0.000	-0.521	3.571	36931.632	1740150142.778
525.000	-0.016	0.000	524.603	524.543	12.030	0.559	3.572	-0.782	0.000	0.543	3.572	402582.172	1740150143.063
525.200	0.006	0.000	524.826	524.751	10.241	1.616	3.574	1.149	0.000	1.570	3.574	1828377.195	1740150143.383
525.400	0.013	0.000	524.984	524.939	10.544	2.293	3.575	0.245	0.000	2.254	3.575	53713.082	1740150143.654
525.600	0.007	0.000	525.202	525.142	10.990	3.335	3.577	1.032	0.000	-0.820	3.577	587805.442	1740150143.948
525.800	0.032	0.000	525.417	525.354	11.048	4.220	3.578	-0.072	0.000	0.081	3.578	4049.234	1740150144.278
526.000	0.005	0.000	525.629	525.569	11.174	5.380	3.579	-1.078	0.000	1.234	3.579	649957.983	1740150144.608
526.200	-0.014	0.000	525.816	525.763	9.762	6.238	3.581	-0.211	0.000	-0.086	3.581	157007.317	1740150144.912
526.400	-0.009	0.000	526.018	525.961	8.781	0.849	3.582	0.099	0.000	0.818	3.582	11920.790	1740150145.211
526.600	-0.013	0.000	526.223	526.162	8.849	1.562	3.583	0.714	0.000	1.519	3.583	643147.873	1740150145.525
526.800	-0.033	0.000	526.421	526.367	10.159	2.480	3.585	0.855	0.000	2.433	3.585	168979.242	1740150145.828
527.000	0.056	0.000	526.634	526.570	9.577	3.611	3.586	0.670	0.000	-0.447	3.586	174930.269	1740150146.147
527.200	-0.008	0.000	526.826	526.769	7.624	4.403	3.587	0.341	0.000	0.339	3.587	132237.612	1740150146.457
527.400	-0.022	0.000	527.033	526.969	8.216	5.101	3.589	-0.847	0.000	1.062	3.589	703123.422	1740150146.779
527.600	0.007	0.000	527.231	527.172	7.881	6.155	3.590	-1.549	0.000	-0.160	3.590	2454479.410	1740150147.083
527.800	-0.016	0.000	527.429	527.374	7.059	0.629	3.592	0.294	0.000	0.613	3.592	191886.562	1740150147.388
528.000	-0.010	0.000	527.588	527.545	7.463	1.317	3.593	0.248	0.000	1.267	3.593	55499.209	1740150147.656
528.200	-0.047	0.000	527.800	527.740	6.754	2.168	3.594	0.561	0.000	2.094	3.594	232246.521	1740150147.947
528.400	0.011	0.000	528.015	527.954	6.956	2.970	3.596	0.700	0.000	-0.992	3.596	282121.975	1740150148.257
528.600	-0.036	0.000	528.178	528.133	7.817	3.786	3.597	-1.367	0.000	-0.141	3.597	4819167.102	1740150148.537
528.800	-0.011	0.000	528.398	528.338	6.705	4.646	3.598	-0.464	0.000	0.719	3.598	357406.307	1740150148.840
529.000	-0.000	0.000	528.609	528.548	7.671	5.318	3.600	-1.195	0.000	1.397	3.600	1404417.186	1740150149.158
529.200	0.023	0.000	528.816	528.761	10.008	0.155	3.601	-0.513	0.000	0.124	3.601	5323.948	1740150149.461
529.400	-0.024	0.000	529.023	528.960	9.242	1.011	3.602	0.116	0.000	0.982	3.602	78617.370	1740150149.793
529.600	-0.020	0.000	529.225	529.169	10.411	1.864	3.604	0.479	0.000	1.815	3.604	4036.087	1740150150.095
529.800	-0.024	0.000	529.419	529.362	11.192	2.961	3.605	0.953	0.000	-0.881	3.605	376281.904	1740150150.374
530.000	0.029	0.000	529.620	529.564	10.730	3.869	3.606	0.908	0.000	0.048	3.606	763880.452	1740150150.684
530.200	0.002	0.000	529.788	529.739	9.720	4.742	3.608	-0.909	0.000	0.913	3.608	715772.861	1740150150.958
530.400	0.010	0.000	529.970	529.924	9.224	5.523	3.609	-1.057	0.000	1.722	3.609	560727.676	1740150151.197
530.600	-0.017	0.000	530.167	530.108	9.515	0.060	3.611	-1.112	0.000	0.032	3.611	631954.665	1740150151.497
530.800	-0.035	0.000	530.385	530.325	8.519	1.088	3.612	0.300	0.000	1.058	3.612	156515.397	1740150151.804
531.000	0.003	0.000	530.598	530.541	7.855	1.899	3.613	1.196	0.000	1.859	3.613	1383797.791	1740150152.101
531.200	-0.012	0.000	530.821	530.757	8.223	2.895	3.615	0.626	0.000	-0.838	3.615	45430.099	1740150152.427
531.400	0.022	0.000	531.025	530.965	8.368	3.714	3.616	-0.083	0.000	-0.001	3.616	97950.761	1740150152.742
531.600	-0.051	0.000	531.218	531.162	8.591	4.557	3.617	-0.414	0.000	0.850	3.617	70034.838	1740150153.045
531.800	0.017	0.000	531.428	531.367	8.259	5.552	3.619	-1.004	0.000	1.849	3.619	769004.426	1740150153.361
532.000	-0.003	0.000	531.624	531.569	8.059	0.109	3.620	-0.613	0.000	0.102	3.620	158163.284	1740150153.651
532.200	0.009	0.000	531.823	531.762	8.327	1.015	3.621	0.190	0.000	0.988	3.621	88650.748	1740150153.971
532.400	0.029	0.000	532.032	531.970	6.720	1.933	3.623	0.768	0.000	1.895	3.623	649469.578	1740150154.298
532.600	-0.092	0.000	532.227	532.170	6.611	2.554	3.624	0.194	0.000	-1.092	3.624	70769.821	1740150154.603
532.800	0.015	0.000	532.433	532.371	7.353	3.311	3.626	0.622	0.000	-0.304	3.626	181812.617	1740150154.937
533.000	0.005	0.000	532.618	532.569	8.956	4.110	3.627	0.014	0.000	0.530	3.627	492.004	1740150155.206
533.200	-0.020	0.000	532.784	532.740	10.128	4.943	3.628	-1.469	0.000	1.353	3.628	2139051.538	1740150155.479
533.400	-0.013	0.000	533.001	532.940	11.454	5.893	3.630	-0.425	0.000	-0.424	3.630	122021.530	1740150155.776
533.600	-0.039	0.000	533.214	533.150	12.192	0.743	3.631	-0.412	0.000	0.722	3.631	90341.930	1740150156.094
533.800	-0.017	0.000	533.439	533.366	11.323	1.889	3.632	0.208	0.000	1.852	3.632	21038.055	1740150156.427
534.000	0.044	0.000	533.629	533.572	9.524	2.906	3.634	0.807	0.000	-0.616	3.634	221705.613	1740150156.747
534.200	0.033	0.000	533.827	533.772	7.880	3.705	3.635	-0.054	0.000	0.210	3.635	82799.793	1740150157.047
534.400	-0.026	0.000	534.025	533.967	7.886	4.494	3.636	-0.211	0.000	0.999	3.636	67526.329	1740150157.362
534.600	0.021	0.000	534.226	534.169	7.934	5.330	3.638	-0.639	0.000	1.840	3.638	70560.910	1740150157.659
534.800	-0.007	0.000	534.437	534.371	7.187	6.272	3.639	-0.747	0.000	-0.033	3.639	436466.711	1740150157.981
535.000	0.009	0.000	534.620	534.566	6.468	0.796	3.641	0.305	0.000	0.777	3.641	268256.497	1740150158.285
535.200	0.009	0.000	534.791	534.751	7.209	1.423	3.642	0.270	0.000	1.405	3.642	57964.432	1740150158.544
535.400	-0.067	0.000	535.020	534.955	6.843	2.382	3.643	-0.134	0.000	2.350	3.643	568846.895	1740150158.874
535.600	-0.003	0.000	535.241	535.171	6.812	3.362	3.645	-0.581	0.000	-0.035	3.645	1800865.137	1740150159.206
535.800	0.006	0.000	535.430	535.375	7.085	4.130	3.646	0.251	0.000	0.759	3.646	72675.913	1740150159.517
536.000	0.002	0.000	535.642	535.578	6.996	5.064	3.647	-0.427	0.000	1.683	3.647	39808.512	1740150159.838
536.200	0.018	0.000	535.834	535.777	5.710	5.874	3.649	-0.358	0.000	-0.443	3.649	63260.788	1740150160.163
536.400	-0.015	0.000	536.031	535.977	6.536	0.220	3.650	0.032	0.000	0.197	3.650	94536.349	1740150160.448
536.600	0.018	0.000	536.242	536.172	8.486	1.121	3.651	0.418	0.000	1.099	3.651	173168.957	1740150160.768
536.800	-0.015	0.000	536.437	536.373	7.527	2.056	3.653	1.292	0.000	2.010	3.653	1761062.422	1740150161.094
537.000	0.011	0.000	536.632	536.575	9.456	2.894	3.654	0.541	0.000	-0.389	3.654	22163.875	1740150161.413
537.200	-0.026	0.000	536.833	536.773	9.278	4.015	3.655	0.242	0.000	0.744	3.655	120295.061	1740150161.718
537.400	-0.004	0.000	537.030	536.970	7.980	4.674	3.657	-0.845	0.000	1.403	3.657	1081873.978	1740150162.022
537.600	-0.015	0.000	537.243	537.175	11.011	5.664	3.658	-1.509	0.000	2.409	3.658	2062916.808	1740150162.352
537.800	0.027	0.000	537.433	537.375	9.389	0.521	3.660	0.146	0.000	0.512	3.660	285527.197	1740150162.658
538.000	0.057	0.000	537.633	537.574	8.599	1.188	3.661	0.230	0.000	1.164	3.661	46062.518	1740150162.976
538.200	0.019	0.000	537.833	537.774	9.993	2.135	3.662	0.815	0.000	2.105	3.662	309002.851	1740150163.293
538.400	0.033	0.000	538.029	537.972	8.897	3.160	3.664	0.781	0.000	-0.035	3.664	343582.751	1740150163.582
538.600	-0.039	0.000	538.242	538.178	7.366	3.854	3.665	0.272	0.000	0.690	3.665	56363.866	1740150163.912
538.800	0.023	0.000	538.435	538.374	9.481	4.803	3.666	-0.800	0.000	1.640	3.666	706084.770	1740150164.227
539.000	-0.041	0.000	538.638	538.575	8.242	5.764	3.668	-1.094	0.000	-0.547	3.668	930322.714	1740150164.545
539.200	-0.000	0.000	538.834	538.776	8.193	0.241	3.669	-0.975	0.000	0.214	3.669	718251.806	1740150164.861
539.400	-0.013	0.000	539.025	538.971	9.229	1.206	3.670	-0.161	0.000	1.180	3.670	153689.746	1740150165.155
539.600	0.015	0.000	539.232	539.171	7.795	2.121	3.672	0.442	0.000	2.082	3.672	27453.751	1740150165.476
