Frequency Set (GHz)	THz Photocurrent (nA)	Delay Length (mm)	Frequency Act (GHz)	(Frequency corr. smooth (GHz))	Amplitude (via StrMod)	Phase (via StrMod)	Frequency Fit	Offset Fit	Amplitude FFT	Phase FFT	Frequency FFT	Offset FFT	Timestamp (s)
100.000	-0.020	0.000	100.002	100.000	19.469	5.724	0.680	3.675	0.000	5.719	0.680	1520275.632	1740149491.094
100.200	-0.007	0.000	100.019	100.011	17.719	5.829	0.682	3.748	0.000	5.824	0.682	1929920.665	1740149491.372
100.400	-0.039	0.000	100.122	100.090	11.485	6.171	0.683	2.366	0.000	1.217	0.683	339516.587	1740149491.679
100.600	0.025	0.000	100.267	100.222	5.815	0.114	0.685	0.783	0.000	1.413	0.685	88218.579	1740149491.971
100.800	-0.031	0.000	100.409	100.372	10.466	0.186	0.686	2.186	0.000	1.540	0.686	632215.240	1740149492.248
101.000	-0.004	0.000	100.604	100.548	7.668	1.201	0.687	0.268	0.000	2.547	0.687	5506.452	1740149492.560
101.200	-0.004	0.000	100.806	100.752	7.364	1.850	0.689	-0.607	0.000	3.237	0.689	22333.405	1740149492.855
101.400	-0.009	0.000	101.014	100.953	7.802	2.670	0.690	-1.570	0.000	4.080	0.690	206100.688	1740149493.180
101.600	0.002	0.000	101.223	101.159	5.795	3.510	0.691	-1.018	0.000	3.511	0.691	43238.244	1740149493.501
101.800	-0.019	0.000	101.418	101.356	4.505	3.927	0.693	-0.326	0.000	3.946	0.693	14927.901	1740149493.805
102.000	0.006	0.000	101.622	101.562	6.502	4.224	0.694	-0.520	0.000	4.228	0.694	12612.752	1740149494.126
102.200	0.007	0.000	101.827	101.766	9.590	5.052	0.695	0.622	0.000	5.045	0.695	40875.122	1740149494.418
102.400	0.008	0.000	102.031	101.969	13.763	6.051	0.697	3.447	0.000	6.055	0.697	2198225.513	1740149494.741
102.600	-0.007	0.000	102.234	102.169	14.738	0.776	0.698	2.442	0.000	2.267	0.698	1219340.343	1740149495.068
102.800	-0.011	0.000	102.426	102.371	14.424	1.512	0.700	-0.504	0.000	3.027	0.700	201557.068	1740149495.370
103.000	-0.032	0.000	102.625	102.566	22.993	2.533	0.701	-4.518	0.000	4.052	0.701	1374421.511	1740149495.687
103.200	0.010	0.000	102.829	102.770	24.428	3.710	0.702	-4.587	0.000	3.714	0.702	3127632.766	1740149495.977
103.400	-0.000	0.000	103.034	102.973	19.262	4.717	0.704	0.335	0.000	4.713	0.704	48519.808	1740149496.302
103.600	0.006	0.000	103.183	103.144	19.086	5.396	0.705	3.174	0.000	5.394	0.705	1135059.537	1740149496.584
103.800	-0.006	0.000	103.396	103.345	20.652	6.095	0.706	4.762	0.000	6.089	0.706	1727066.589	1740149496.892
104.000	0.010	0.000	103.592	103.545	29.045	0.678	0.708	3.912	0.000	2.286	0.708	40410.424	1740149497.159
104.200	0.060	0.000	103.775	103.724	42.186	2.076	0.709	-5.296	0.000	3.696	0.709	877678.804	1740149497.431
104.400	-0.017	0.000	103.945	103.905	22.275	3.062	0.710	-5.516	0.000	3.072	0.710	4029654.665	1740149497.672
104.600	0.003	0.000	104.135	104.087	20.638	3.951	0.712	-3.266	0.000	3.945	0.712	1917956.511	1740149497.945
104.800	0.003	0.000	104.381	104.312	18.475	4.829	0.713	0.407	0.000	4.828	0.713	587273.952	1740149498.248
105.000	-0.007	0.000	104.601	104.538	15.746	5.868	0.714	3.322	0.000	5.860	0.714	321630.403	1740149498.567
105.200	0.002	0.000	104.827	104.762	16.990	0.451	0.716	2.675	0.000	2.161	0.716	8800.639	1740149498.893
105.400	0.015	0.000	105.019	104.963	15.522	1.604	0.717	-0.005	0.000	3.313	0.717	468734.939	1740149499.202
105.600	0.022	0.000	105.217	105.165	7.285	2.323	0.719	-1.630	0.000	4.044	0.719	744487.834	1740149499.519
105.800	0.008	0.000	105.422	105.367	5.807	3.124	0.720	-1.520	0.000	3.140	0.720	295112.948	1740149499.811
106.000	0.015	0.000	105.632	105.571	8.440	2.776	0.721	-1.271	0.000	4.522	0.721	269882.539	1740149500.136
106.200	-0.032	0.000	105.835	105.773	16.502	3.804	0.723	-2.854	0.000	3.809	0.723	793255.688	1740149500.455
106.400	-0.004	0.000	106.024	105.969	21.424	4.760	0.724	0.585	0.000	4.766	0.724	175838.064	1740149500.764
106.600	-0.030	0.000	106.224	106.168	26.867	5.955	0.725	5.785	0.000	5.945	0.725	628334.341	1740149501.075
106.800	0.000	0.000	106.424	106.369	25.590	0.750	0.727	3.628	0.000	2.567	0.727	294273.798	1740149501.367
107.000	0.012	0.000	106.639	106.573	21.780	1.919	0.728	-1.818	0.000	3.762	0.728	111198.473	1740149501.692
107.200	0.032	0.000	106.823	106.767	23.087	2.833	0.729	-5.485	0.000	4.683	0.729	2208535.871	1740149502.001
107.400	0.014	0.000	107.032	106.971	20.603	3.821	0.731	-2.600	0.000	3.819	0.731	63823.699	1740149502.317
107.600	-0.039	0.000	107.234	107.173	12.445	4.906	0.732	0.635	0.000	4.912	0.732	79244.782	1740149502.635
107.800	0.019	0.000	107.432	107.373	14.163	5.351	0.734	2.263	0.000	5.358	0.734	139426.133	1740149502.935
108.000	0.006	0.000	107.632	107.576	15.606	0.214	0.735	3.367	0.000	2.132	0.735	434621.249	1740149503.252
108.200	-0.024	0.000	107.829	107.768	7.834	0.684	0.736	0.831	0.000	2.606	0.736	54995.705	1740149503.566
108.400	-0.023	0.000	107.985	107.944	14.023	1.146	0.738	0.783	0.000	3.069	0.738	2622.604	1740149503.807
108.600	0.029	0.000	108.210	108.144	13.313	2.416	0.739	-2.502	0.000	4.369	0.739	124519.690	1740149504.128
108.800	0.023	0.000	108.369	108.326	9.896	2.925	0.740	-2.181	0.000	4.893	0.740	15690.102	1740149504.394
109.000	0.021	0.000	108.585	108.529	16.227	3.619	0.742	-3.360	0.000	3.643	0.742	758962.097	1740149504.681
109.200	0.007	0.000	108.809	108.747	11.406	4.809	0.743	0.420	0.000	4.814	0.743	41105.807	1740149505.019
109.400	-0.040	0.000	109.027	108.962	18.991	5.409	0.744	3.010	0.000	5.416	0.744	1983.065	1740149505.339
109.600	-0.010	0.000	109.215	109.160	20.527	0.433	0.746	3.622	0.000	2.476	0.746	19813.639	1740149505.648
109.800	0.007	0.000	109.421	109.365	10.392	1.523	0.747	0.116	0.000	3.555	0.747	160343.316	1740149505.951
110.000	-0.002	0.000	109.625	109.563	12.652	1.622	0.749	-1.301	0.000	3.686	0.749	1259642.544	1740149506.277
110.200	-0.000	0.000	109.819	109.770	15.077	2.630	0.750	-2.378	0.000	4.699	0.750	644841.572	1740149506.558
110.400	-0.012	0.000	109.990	109.941	16.492	3.062	0.751	-2.670	0.000	3.088	0.751	1515514.182	1740149506.829
110.600	0.006	0.000	110.203	110.141	31.575	4.001	0.753	-3.388	0.000	3.987	0.753	10211.706	1740149507.142
110.800	0.034	0.000	110.423	110.357	32.622	5.673	0.754	6.077	0.000	5.672	0.754	7201.503	1740149507.448
111.000	-0.026	0.000	110.623	110.564	17.879	0.485	0.755	3.513	0.000	2.627	0.755	671039.181	1740149507.770
111.200	-0.040	0.000	110.843	110.774	18.429	0.758	0.757	2.777	0.000	2.910	0.757	345695.028	1740149508.102
111.400	0.013	0.000	111.022	110.972	20.384	1.589	0.758	-1.049	0.000	3.749	0.758	213347.514	1740149508.401
111.600	-0.002	0.000	111.227	111.168	27.542	2.394	0.759	-5.014	0.000	4.580	0.759	120086.742	1740149508.717
111.800	-0.037	0.000	111.426	111.367	36.666	3.436	0.761	-6.386	0.000	3.461	0.761	822155.499	1740149509.007
112.000	0.039	0.000	111.637	111.576	39.650	4.508	0.762	-0.858	0.000	4.494	0.762	379961.093	1740149509.331
112.200	-0.003	0.000	111.834	111.772	42.332	5.576	0.763	7.271	0.000	5.576	0.763	145878.978	1740149509.652
112.400	-0.020	0.000	112.028	111.971	43.930	0.426	0.765	7.875	0.000	2.684	0.765	31622.855	1740149509.981
112.600	-0.017	0.000	112.224	112.175	32.752	1.706	0.766	-1.299	0.000	3.966	0.766	839416.063	1740149510.265
112.800	-0.011	0.000	112.427	112.366	26.429	2.352	0.768	-3.847	0.000	4.620	0.768	761274.517	1740149510.587
113.000	0.008	0.000	112.636	112.577	28.400	3.408	0.769	-4.659	0.000	3.423	0.769	1207293.271	1740149510.911
113.200	-0.009	0.000	112.828	112.771	21.030	4.340	0.770	-0.843	0.000	4.315	0.770	7502.276	1740149511.221
113.400	-0.007	0.000	113.017	112.965	20.041	5.199	0.772	2.428	0.000	5.219	0.772	75544.261	1740149511.530
113.600	-0.004	0.000	113.229	113.169	9.826	6.104	0.773	1.576	0.000	6.100	0.773	479500.578	1740149511.833
113.800	-0.016	0.000	113.428	113.372	10.858	6.019	0.774	1.663	0.000	6.039	0.774	745958.983	1740149512.133
114.000	-0.044	0.000	113.639	113.573	23.720	0.727	0.776	3.102	0.000	3.073	0.776	20139.360	1740149512.455
114.200	-0.036	0.000	113.831	113.771	19.490	2.034	0.777	-1.838	0.000	4.424	0.777	456590.594	1740149512.776
114.400	-0.067	0.000	114.031	113.973	19.400	2.737	0.778	-3.348	0.000	5.136	0.778	681511.725	1740149513.106
114.600	0.001	0.000	114.220	114.171	18.708	3.623	0.780	-2.583	0.000	3.655	0.780	671987.095	1740149513.399
114.800	-0.062	0.000	114.418	114.361	17.892	4.438	0.781	-0.627	0.000	4.424	0.781	148759.561	1740149513.691
115.000	-0.025	0.000	114.584	114.538	16.746	5.464	0.783	2.745	0.000	5.473	0.783	915.183	1740149513.971
115.200	-0.003	0.000	114.798	114.738	13.793	6.021	0.784	2.223	0.000	6.032	0.784	1142591.822	1740149514.274
115.400	-0.048	0.000	115.013	114.949	15.520	0.218	0.785	2.927	0.000	2.706	0.785	526.650	1740149514.577
115.600	0.017	0.000	115.232	115.165	26.745	1.517	0.787	0.123	0.000	3.991	0.787	644162.335	1740149514.895
115.800	-0.014	0.000	115.426	115.365	21.325	2.585	0.788	-3.451	0.000	5.087	0.788	905207.774	1740149515.218
116.000	-0.032	0.000	115.626	115.571	17.769	3.288	0.789	-2.814	0.000	3.325	0.789	1608345.969	1740149515.522
116.200	0.012	0.000	115.836	115.772	20.189	4.179	0.791	-1.383	0.000	4.154	0.791	56708.497	1740149515.843
116.400	-0.037	0.000	116.030	115.974	16.404	4.946	0.792	0.517	0.000	4.952	0.792	1083915.070	1740149516.144
116.600	0.029	0.000	116.234	116.174	27.399	5.542	0.793	3.467	0.000	5.554	0.793	3871391.864	1740149516.467
116.800	-0.002	0.000	116.440	116.376	26.466	0.582	0.795	3.166	0.000	3.158	0.795	1819550.359	1740149516.801
117.000	-0.032	0.000	116.627	116.574	27.685	1.272	0.796	0.946	0.000	3.836	0.796	1848.794	1740149517.103
117.200	-0.038	0.000	116.828	116.773	32.163	2.466	0.798	-5.436	0.000	5.082	0.798	324952.682	1740149517.417
117.400	0.041	0.000	117.028	116.970	22.682	3.276	0.799	-3.666	0.000	3.305	0.799	1558919.671	1740149517.712
117.600	-0.019	0.000	117.227	117.169	30.372	3.903	0.800	-3.448	0.000	3.881	0.800	532997.144	1740149518.027
117.800	-0.005	0.000	117.383	117.342	31.256	5.314	0.802	3.598	0.000	5.329	0.802	1612595.369	1740149518.286
118.000	0.016	0.000	117.605	117.539	17.484	5.705	0.803	2.644	0.000	5.711	0.803	1021288.773	1740149518.598
118.200	-0.003	0.000	117.813	117.757	29.012	0.276	0.804	4.731	0.000	2.976	0.804	1337552.303	1740149518.891
118.400	0.001	0.000	117.980	117.931	28.058	1.400	0.806	0.651	0.000	4.077	0.806	554346.417	1740149519.161
118.600	0.039	0.000	118.202	118.136	22.155	2.129	0.807	-2.460	0.000	4.856	0.807	610633.194	1740149519.481
118.800	-0.030	0.000	118.412	118.352	24.486	3.283	0.808	-4.386	0.000	3.298	0.808	508058.896	1740149519.771
119.000	0.007	0.000	118.580	118.533	16.560	3.850	0.810	-1.532	0.000	3.831	0.810	1181726.575	1740149520.052
119.200	-0.019	0.000	118.798	118.737	21.277	4.362	0.811	-0.856	0.000	4.328	0.811	5849.012	1740149520.365
119.400	-0.016	0.000	119.010	118.952	29.366	5.477	0.812	3.666	0.000	5.491	0.812	2591538.324	1740149520.662
119.600	0.005	0.000	119.229	119.162	29.560	0.174	0.814	4.854	0.000	2.977	0.814	2149900.929	1740149520.988
119.800	-0.029	0.000	119.420	119.363	30.353	1.250	0.815	1.053	0.000	4.018	0.815	279.677	1740149521.293
120.000	0.050	0.000	119.620	119.562	22.517	2.176	0.817	-2.271	0.000	5.017	0.817	2206644.317	1740149521.595
120.200	-0.023	0.000	119.821	119.763	18.090	2.644	0.818	-2.924	0.000	5.494	0.818	1009730.729	1740149521.888
120.400	-0.028	0.000	120.025	119.966	33.226	3.244	0.819	-4.594	0.000	3.261	0.819	9241828.195	1740149522.211
120.600	0.022	0.000	120.199	120.152	49.578	4.329	0.821	-1.242	0.000	4.293	0.821	2598451.760	1740149522.498
120.800	0.001	0.000	120.415	120.353	55.141	5.602	0.822	7.265	0.000	5.617	0.822	14550032.988	1740149522.827
121.000	-0.047	0.000	120.617	120.563	49.201	0.601	0.823	5.015	0.000	3.480	0.823	12271426.948	1740149523.107
121.200	-0.031	0.000	120.821	120.760	36.771	1.520	0.825	-0.016	0.000	4.425	0.825	1378735.736	1740149523.427
121.400	0.011	0.000	121.037	120.973	41.688	2.552	0.826	-5.534	0.000	5.486	0.826	11069488.817	1740149523.742
121.600	-0.032	0.000	121.191	121.148	30.705	3.525	0.827	-4.258	0.000	3.533	0.827	2984138.098	1740149523.981
121.800	0.005	0.000	121.410	121.344	25.162	4.286	0.829	-1.003	0.000	4.243	0.829	214414.669	1740149524.301
122.000	0.032	0.000	121.635	121.563	18.036	5.475	0.830	2.012	0.000	5.499	0.830	1685487.269	1740149524.626
122.200	-0.011	0.000	121.831	121.767	11.875	5.738	0.832	1.255	0.000	5.742	0.832	1990967.430	1740149524.949
122.400	0.019	0.000	122.028	121.970	16.851	6.122	0.833	2.444	0.000	2.862	0.833	2152051.846	1740149525.263
122.600	0.000	0.000	122.227	122.169	25.294	0.747	0.834	1.450	0.000	3.724	0.834	6222455.630	1740149525.578
122.800	0.003	0.000	122.426	122.372	29.298	1.983	0.836	-2.697	0.000	5.041	0.836	648855.608	1740149525.874
123.000	-0.041	0.000	122.643	122.575	22.368	3.040	0.837	-2.946	0.000	3.062	0.837	6256478.944	1740149526.201
123.200	0.031	0.000	122.831	122.772	19.911	3.723	0.838	-2.205	0.000	3.700	0.838	1383103.512	1740149526.517
123.400	-0.014	0.000	123.024	122.969	20.315	4.351	0.840	-0.298	0.000	4.307	0.840	785816.225	1740149526.823
123.600	-0.013	0.000	123.230	123.170	29.762	5.312	0.841	2.624	0.000	5.334	0.841	5458407.952	1740149527.151
123.800	-0.011	0.000	123.419	123.370	26.208	0.275	0.842	3.728	0.000	3.386	0.842	1925804.705	1740149527.431
124.000	-0.001	0.000	123.639	123.569	19.942	0.920	0.844	1.445	0.000	3.993	0.844	288327.479	1740149527.757
124.200	0.008	0.000	123.831	123.769	22.839	1.783	0.845	-1.009	0.000	4.941	0.845	1087376.354	1740149528.070
124.400	0.027	0.000	124.028	123.967	15.337	2.497	0.847	-1.566	0.000	5.663	0.847	2732012.242	1740149528.387
124.600	0.007	0.000	124.235	124.172	27.304	2.806	0.848	-3.499	0.000	5.984	0.848	8224347.758	1740149528.706
124.800	0.004	0.000	124.429	124.374	41.637	4.076	0.849	-2.607	0.000	4.026	0.849	2552184.734	1740149528.998
125.000	-0.015	0.000	124.637	124.576	35.628	5.297	0.851	3.429	0.000	5.324	0.851	4399369.427	1740149529.328
125.200	-0.010	0.000	124.827	124.772	32.616	6.006	0.852	4.346	0.000	6.012	0.852	9465978.535	1740149529.627
125.400	0.001	0.000	124.986	124.945	46.635	0.543	0.853	4.541	0.000	3.746	0.853	13121702.480	1740149529.865
125.600	-0.004	0.000	125.217	125.145	41.932	1.895	0.855	-2.618	0.000	5.162	0.855	3410460.278	1740149530.191
125.800	0.045	0.000	125.368	125.327	27.960	2.700	0.856	-3.076	0.000	5.966	0.856	10663034.031	1740149530.455
126.000	0.001	0.000	125.583	125.525	34.446	3.466	0.857	-4.119	0.000	3.468	0.857	6891499.013	1740149530.743
126.200	0.009	0.000	125.814	125.749	30.315	4.842	0.859	1.727	0.000	4.859	0.859	11047.545	1740149531.077
126.400	-0.023	0.000	126.016	125.957	16.510	5.471	0.860	2.336	0.000	5.490	0.860	80764.589	1740149531.387
126.600	0.016	0.000	126.223	126.163	23.815	6.247	0.861	2.830	0.000	3.287	0.861	6239507.701	1740149531.711
126.800	-0.009	0.000	126.427	126.372	22.418	0.842	0.863	1.447	0.000	4.132	0.863	1397403.524	1740149532.010
127.000	0.013	0.000	126.625	126.569	18.743	1.766	0.864	-0.453	0.000	5.139	0.864	1627224.271	1740149532.307
127.200	-0.009	0.000	126.827	126.771	15.777	2.714	0.866	-1.846	0.000	6.088	0.866	2689590.576	1740149532.637
127.400	-0.006	0.000	127.026	126.971	12.892	2.746	0.867	-1.346	0.000	6.125	0.867	2281075.227	1740149532.946
127.600	-0.020	0.000	127.228	127.167	24.075	3.499	0.868	-2.051	0.000	3.489	0.868	8205225.688	1740149533.268
127.800	-0.005	0.000	127.413	127.364	31.219	4.561	0.870	0.006	0.000	4.540	0.870	6019.810	1740149533.562
128.000	-0.017	0.000	127.625	127.563	39.138	5.708	0.871	3.615	0.000	5.725	0.871	24769352.030	1740149533.868
128.200	-0.007	0.000	127.826	127.768	31.824	0.657	0.872	2.131	0.000	4.055	0.872	8458314.475	1740149534.181
128.400	-0.015	0.000	128.034	127.967	19.355	1.460	0.874	0.068	0.000	4.898	0.874	204601.834	1740149534.501
128.600	-0.022	0.000	128.228	128.169	24.786	1.906	0.875	-1.631	0.000	5.405	0.875	1266611.380	1740149534.818
128.800	-0.028	0.000	128.426	128.372	31.613	2.682	0.876	-3.760	0.000	6.177	0.876	8198491.158	1740149535.126
129.000	0.014	0.000	128.633	128.573	39.220	3.815	0.878	-2.304	0.000	3.777	0.878	13152901.041	1740149535.427
129.200	0.027	0.000	128.843	128.771	33.328	4.907	0.879	1.362	0.000	4.932	0.879	1908210.996	1740149535.747
129.400	-0.014	0.000	128.989	128.948	31.847	5.415	0.881	2.280	0.000	5.440	0.881	11586473.350	1740149536.020
129.600	-0.003	0.000	129.201	129.146	41.466	0.076	0.882	3.842	0.000	3.624	0.882	25913505.121	1740149536.310
129.800	0.014	0.000	129.420	129.356	45.016	1.214	0.883	0.219	0.000	4.727	0.883	3434964.935	1740149536.633
130.000	-0.015	0.000	129.617	129.559	47.634	2.337	0.885	-3.904	0.000	5.933	0.885	22704713.544	1740149536.950
130.200	0.001	0.000	129.821	129.763	44.315	3.450	0.886	-4.336	0.000	3.443	0.886	15307419.625	1740149537.257
130.400	0.030	0.000	130.027	129.968	27.165	4.525	0.887	0.120	0.000	4.497	0.887	50925.227	1740149537.585
130.600	-0.012	0.000	130.228	130.171	22.467	5.238	0.889	1.149	0.000	5.272	0.889	4540131.089	1740149537.861
130.800	-0.014	0.000	130.437	130.368	24.055	5.752	0.890	2.478	0.000	5.760	0.890	5455213.466	1740149538.185
131.000	-0.036	0.000	130.636	130.573	23.377	0.658	0.891	1.953	0.000	4.264	0.891	1618276.132	1740149538.514
131.200	-0.019	0.000	130.832	130.779	23.445	1.243	0.893	0.529	0.000	4.859	0.893	4040.395	1740149538.817
131.400	-0.007	0.000	131.035	130.973	25.129	2.296	0.894	-2.303	0.000	6.005	0.894	3236919.387	1740149539.138
131.600	-0.047	0.000	131.229	131.173	18.020	3.430	0.895	-1.467	0.000	3.424	0.895	4706708.164	1740149539.427
131.800	0.023	0.000	131.437	131.375	13.404	3.589	0.897	-0.760	0.000	3.566	0.897	2671879.140	1740149539.751
132.000	-0.009	0.000	131.585	131.545	21.448	4.004	0.898	-0.461	0.000	3.941	0.898	4834407.785	1740149540.012
132.200	-0.018	0.000	131.804	131.743	27.245	5.318	0.900	2.273	0.000	5.346	0.900	2725077.685	1740149540.336
132.400	0.010	0.000	132.011	131.954	17.898	0.068	0.901	1.594	0.000	3.827	0.901	5056923.731	1740149540.627
132.600	-0.029	0.000	132.177	132.136	20.763	0.388	0.902	1.080	0.000	4.138	0.902	7690343.349	1740149540.888
132.800	-0.002	0.000	132.393	132.332	21.384	1.292	0.904	0.642	0.000	5.047	0.904	161958.890	1740149541.207
133.000	-0.005	0.000	132.611	132.553	28.296	1.816	0.905	-0.895	0.000	5.647	0.905	2275843.842	1740149541.504
133.200	0.003	0.000	132.831	132.760	42.091	3.203	0.906	-3.944	0.000	3.203	0.906	19529523.627	1740149541.839
133.400	-0.000	0.000	133.014	132.963	35.870	4.269	0.908	-0.499	0.000	4.214	0.908	2276636.360	1740149542.147
133.600	-0.018	0.000	133.213	133.161	40.876	5.039	0.909	1.876	0.000	5.073	0.909	5232715.820	1740149542.440
133.800	0.004	0.000	133.422	133.362	46.517	6.130	0.910	3.355	0.000	3.714	0.910	42696024.343	1740149542.727
134.000	0.007	0.000	133.633	133.563	39.297	1.023	0.912	0.057	0.000	4.846	0.912	11511284.438	1740149543.051
134.200	-0.064	0.000	133.788	133.743	32.852	1.742	0.913	-1.633	0.000	5.663	0.913	97817.934	1740149543.326
134.400	0.023	0.000	134.005	133.944	38.020	2.542	0.915	-1.640	0.000	0.180	0.915	36752801.799	1740149543.618
134.600	-0.024	0.000	134.210	134.151	34.867	3.678	0.916	-1.031	0.000	3.649	0.916	23340227.188	1740149543.921
134.800	0.029	0.000	134.385	134.335	30.961	4.313	0.917	0.192	0.000	4.270	0.917	3962457.451	1740149544.202
135.000	0.030	0.000	134.600	134.540	32.539	5.466	0.919	1.631	0.000	5.487	0.919	15088896.462	1740149544.518
135.200	-0.002	0.000	134.807	134.752	22.699	0.082	0.920	0.933	0.000	4.044	0.920	15017857.729	1740149544.808
135.400	0.005	0.000	135.034	134.961	26.181	0.696	0.921	1.697	0.000	4.639	0.921	2422199.449	1740149545.141
135.600	0.045	0.000	135.225	135.166	30.419	1.838	0.923	-1.250	0.000	5.874	0.923	1972814.461	1740149545.452
135.800	-0.007	0.000	135.424	135.368	20.622	2.804	0.924	-1.131	0.000	0.548	0.924	9967217.712	1740149545.762
136.000	-0.006	0.000	135.628	135.570	14.971	3.256	0.925	-0.140	0.000	3.252	0.925	10369250.604	1740149546.060
136.200	-0.011	0.000	135.827	135.767	17.405	4.037	0.927	-0.477	0.000	3.982	0.927	1468948.802	1740149546.381
136.400	-0.018	0.000	136.030	135.974	15.741	4.714	0.928	0.421	0.000	4.719	0.928	2309.823	1740149546.694
136.600	0.014	0.000	136.226	136.168	21.614	4.880	0.930	0.104	0.000	4.910	0.930	2245361.590	1740149547.001
136.800	0.035	0.000	136.427	136.369	50.272	5.962	0.931	2.084	0.000	5.966	0.931	67972254.393	1740149547.322
137.000	0.018	0.000	136.626	136.569	52.875	1.205	0.932	-0.672	0.000	5.264	0.932	9910685.036	1740149547.639
137.200	-0.033	0.000	136.824	136.770	42.906	2.144	0.934	-1.988	0.000	0.018	0.934	14314047.024	1740149547.931
137.400	-0.024	0.000	137.047	136.976	46.519	3.032	0.935	-1.755	0.000	3.033	0.935	57914514.992	1740149548.273
137.600	0.039	0.000	137.233	137.178	51.229	4.206	0.936	-0.130	0.000	4.151	0.936	11164339.571	1740149548.574
137.800	-0.009	0.000	137.426	137.365	37.369	5.136	0.938	0.938	0.000	5.173	0.938	10776993.520	1740149548.892
138.000	-0.048	0.000	137.629	137.569	44.071	5.896	0.939	1.535	0.000	5.903	0.939	51027491.042	1740149549.186
138.200	0.021	0.000	137.824	137.769	33.156	0.853	0.940	0.035	0.000	4.996	0.940	12376779.840	1740149549.502
138.400	0.025	0.000	138.043	137.978	32.369	1.218	0.942	0.144	0.000	5.386	0.942	953086.005	1740149549.829
138.600	0.022	0.000	138.226	138.170	48.669	2.493	0.943	-2.077	0.000	0.451	0.943	38277776.715	1740149550.132
138.800	-0.003	0.000	138.426	138.367	26.656	3.699	0.944	-0.170	0.000	3.668	0.944	14516997.230	1740149550.435
139.000	0.057	0.000	138.606	138.556	19.020	3.919	0.946	-1.286	0.000	3.872	0.946	218176.057	1740149550.702
139.200	0.017	0.000	138.804	138.740	31.104	4.804	0.947	0.441	0.000	4.831	0.947	1056271.533	1740149551.019
139.400	-0.002	0.000	139.013	138.954	23.086	5.880	0.949	1.127	0.000	5.894	0.949	10413294.365	1740149551.332
139.600	0.026	0.000	139.220	139.159	22.987	0.168	0.950	0.353	0.000	4.465	0.950	15778898.722	1740149551.637
139.800	-0.035	0.000	139.422	139.368	27.123	1.107	0.951	0.013	0.000	5.374	0.951	2572856.896	1740149551.942
140.000	0.011	0.000	139.580	139.541	27.453	1.908	0.953	-0.532	0.000	6.278	0.953	3591413.935	1740149552.202
140.200	0.022	0.000	139.805	139.739	25.860	2.911	0.954	-0.257	0.000	0.976	0.954	22920210.988	1740149552.528
140.400	0.002	0.000	140.011	139.953	18.730	3.868	0.955	-0.350	0.000	3.819	0.955	3141069.321	1740149552.813
140.600	0.016	0.000	140.231	140.162	17.806	4.247	0.957	-0.174	0.000	4.202	0.957	500819.444	1740149553.131
140.800	-0.028	0.000	140.385	140.342	23.458	4.715	0.958	0.491	0.000	4.726	0.958	46047.022	1740149553.398
141.000	0.032	0.000	140.604	140.542	32.318	5.838	0.959	0.875	0.000	5.846	0.959	21790643.772	1740149553.696
141.200	0.001	0.000	140.824	140.756	33.290	0.415	0.961	0.390	0.000	4.813	0.961	21199458.199	1740149554.012
141.400	0.030	0.000	141.032	140.966	49.258	1.548	0.962	-1.015	0.000	5.990	0.962	8626.761	1740149554.338
141.600	-0.028	0.000	141.231	141.171	37.536	2.711	0.964	-0.743	0.000	0.885	0.964	32385387.573	1740149554.641
141.800	0.023	0.000	141.431	141.369	36.877	3.326	0.965	-0.136	0.000	3.316	0.965	37580283.577	1740149554.958
142.000	-0.005	0.000	141.630	141.569	50.749	4.328	0.966	0.533	0.000	4.281	0.966	6216299.956	1740149555.262
142.200	0.008	0.000	141.836	141.778	45.849	5.350	0.968	0.509	0.000	5.379	0.968	31234584.334	1740149555.580
142.400	0.017	0.000	142.033	141.971	56.473	0.052	0.969	0.220	0.000	4.561	0.969	93200306.021	1740149555.904
142.600	-0.031	0.000	142.226	142.172	52.990	1.222	0.970	0.223	0.000	5.712	0.970	1386268.339	1740149556.217
142.800	0.015	0.000	142.431	142.372	39.616	2.214	0.972	-0.628	0.000	0.502	0.972	18036513.656	1740149556.526
143.000	0.004	0.000	142.626	142.569	38.076	2.909	0.973	-0.423	0.000	1.187	0.973	35962687.630	1740149556.821
143.200	-0.015	0.000	142.837	142.777	40.212	4.122	0.974	0.154	0.000	4.065	0.974	8672940.321	1740149557.157
143.400	0.005	0.000	143.025	142.971	29.009	5.035	0.976	0.699	0.000	5.064	0.976	2001051.581	1740149557.467
143.600	-0.031	0.000	143.229	143.172	24.671	5.845	0.977	0.626	0.000	5.854	0.977	10021924.576	1740149557.792
143.800	-0.057	0.000	143.418	143.368	16.942	0.231	0.979	-0.088	0.000	4.838	0.979	7129308.220	1740149558.088
144.000	0.012	0.000	143.623	143.567	20.485	0.618	0.980	-0.164	0.000	5.211	0.980	6279047.767	1740149558.380
144.200	-0.074	0.000	143.833	143.768	35.545	1.707	0.981	-0.763	0.000	0.096	0.981	532787.893	1740149558.707
144.400	0.019	0.000	144.030	143.971	24.805	3.139	0.983	0.208	0.000	3.132	0.983	17761441.456	1740149559.020
144.600	-0.022	0.000	144.231	144.171	13.825	3.661	0.984	0.589	0.000	3.638	0.984	6064468.232	1740149559.342
