Frequency Set (GHz)	THz Photocurrent (nA)	Delay Length (mm)	Frequency Act (GHz)	(Frequency corr. smooth (GHz))	Amplitude (via StrMod)	Phase (via StrMod)	Frequency Fit	Offset Fit	Amplitude FFT	Phase FFT	Frequency FFT	Offset FFT	Timestamp (s)
864.000	0.007	0.000	863.626	863.567	0.726	0.105	5.879	0.277	0.000	-0.047	5.879	157275.847	1740153913.900
864.200	-0.008	0.000	863.827	863.767	0.751	0.666	5.881	-0.287	0.000	0.566	5.881	132364.307	1740153914.215
864.400	-0.023	0.000	863.989	863.943	0.909	1.779	5.882	1.163	0.000	1.579	5.882	3258534.062	1740153914.488
864.600	-0.040	0.000	864.203	864.143	0.713	2.631	5.883	-0.230	0.000	-0.857	5.883	140991.522	1740153914.772
864.800	0.046	0.000	864.416	864.352	0.854	3.447	5.885	0.424	0.000	-0.154	5.885	500864.730	1740153915.091
865.000	-0.021	0.000	864.636	864.564	0.771	4.564	5.886	-0.785	0.000	1.039	5.886	1344988.968	1740153915.418
865.200	-0.045	0.000	864.794	864.750	0.637	5.321	5.887	-0.283	0.000	-0.945	5.887	177168.090	1740153915.691
865.400	-0.002	0.000	864.983	864.937	0.787	6.081	5.889	0.449	0.000	-0.216	5.889	435632.211	1740153915.959
865.600	-0.010	0.000	865.205	865.138	0.750	0.861	5.890	0.131	0.000	0.814	5.890	30854.055	1740153916.295
865.800	-0.001	0.000	865.409	865.357	0.715	1.591	5.892	-0.401	0.000	1.513	5.892	271468.659	1740153916.600
866.000	-0.002	0.000	865.617	865.559	0.853	2.502	5.893	0.090	0.000	-0.994	5.893	14777.170	1740153916.904
866.200	-0.004	0.000	865.824	865.764	0.685	3.515	5.894	-0.529	0.000	0.108	5.894	581757.071	1740153917.224
866.400	0.028	0.000	866.023	865.969	0.726	4.239	5.896	0.431	0.000	0.847	5.896	286003.946	1740153917.510
866.600	0.003	0.000	866.187	866.143	0.752	5.125	5.897	-0.024	0.000	1.613	5.897	37247.438	1740153917.789
866.800	0.004	0.000	866.399	866.339	0.744	6.124	5.898	-0.286	0.000	-0.277	5.898	141685.742	1740153918.075
867.000	0.051	0.000	866.615	866.550	0.680	0.536	5.900	0.163	0.000	0.474	5.900	29217.584	1740153918.391
867.200	-0.002	0.000	866.779	866.736	0.791	1.527	5.901	0.692	0.000	1.561	5.901	838332.371	1740153918.660
867.400	0.018	0.000	866.998	866.935	0.603	2.360	5.902	0.413	0.000	-0.936	5.902	456430.436	1740153918.947
867.600	-0.003	0.000	867.214	867.149	0.705	3.184	5.904	-0.209	0.000	-0.225	5.904	79532.437	1740153919.265
867.800	-0.000	0.000	867.438	867.362	0.644	4.332	5.905	-0.239	0.000	0.979	5.905	144979.815	1740153919.597
868.000	-0.009	0.000	867.630	867.571	0.546	5.091	5.906	-0.476	0.000	1.725	5.906	422090.744	1740153919.914
868.200	0.001	0.000	867.827	867.770	0.735	5.827	5.908	0.133	0.000	-0.513	5.908	68531.189	1740153920.221
868.400	-0.028	0.000	868.024	867.968	0.682	0.571	5.909	-0.229	0.000	0.490	5.909	76649.768	1740153920.572
868.600	0.007	0.000	868.212	868.171	0.662	1.284	5.911	0.239	0.000	1.368	5.911	107384.640	1740153920.838
868.800	-0.029	0.000	868.434	868.370	0.685	2.081	5.912	0.430	0.000	-1.181	5.912	308252.481	1740153921.165
869.000	-0.002	0.000	868.618	868.563	0.647	3.187	5.913	0.689	0.000	-0.106	5.913	934104.956	1740153921.467
869.200	0.028	0.000	868.821	868.762	0.716	3.837	5.915	0.244	0.000	0.544	5.915	63553.119	1740153921.781
869.400	0.043	0.000	869.024	868.966	0.749	4.911	5.916	-0.351	0.000	1.739	5.916	358968.672	1740153922.071
869.600	0.044	0.000	869.226	869.169	0.572	5.846	5.917	0.296	0.000	-0.584	5.917	307266.007	1740153922.409
869.800	-0.001	0.000	869.436	869.379	0.595	0.236	5.919	0.110	0.000	0.387	5.919	32411.828	1740153922.715
870.000	-0.053	0.000	869.623	869.566	0.705	1.183	5.920	0.024	0.000	1.214	5.920	48.505	1740153923.040
870.200	-0.038	0.000	869.827	869.772	0.640	2.022	5.921	0.444	0.000	-1.184	5.921	438720.494	1740153923.344
870.400	0.029	0.000	870.032	869.968	0.678	2.921	5.923	-0.314	0.000	-0.273	5.923	172417.738	1740153923.646
870.600	-0.089	0.000	870.229	870.172	0.740	3.898	5.924	0.008	0.000	0.675	5.924	41119.512	1740153923.966
870.800	-0.077	0.000	870.441	870.374	0.632	4.871	5.926	-0.370	0.000	1.703	5.926	252724.399	1740153924.297
871.000	0.014	0.000	870.628	870.574	0.676	5.682	5.927	0.143	0.000	-0.659	5.927	60219.996	1740153924.609
871.200	0.066	0.000	870.827	870.770	0.678	0.269	5.928	-0.551	0.000	0.175	5.928	404548.025	1740153924.907
871.400	-0.049	0.000	871.025	870.964	0.633	1.070	5.930	-0.056	0.000	1.074	5.930	28385.668	1740153925.211
871.600	0.017	0.000	871.228	871.169	0.571	1.905	5.931	-0.550	0.000	2.060	5.931	764782.225	1740153925.525
871.800	0.015	0.000	871.438	871.374	0.590	2.936	5.932	-0.043	0.000	-0.078	5.932	3163.992	1740153925.847
872.000	0.022	0.000	871.638	871.577	0.513	3.692	5.934	-0.353	0.000	0.722	5.934	259932.272	1740153926.177
872.200	-0.032	0.000	871.832	871.776	0.607	4.545	5.935	0.230	0.000	1.621	5.935	52798.262	1740153926.481
872.400	-0.003	0.000	872.035	871.974	0.527	5.427	5.936	-0.234	0.000	-0.958	5.936	114449.450	1740153926.797
872.600	0.040	0.000	872.227	872.172	0.545	6.096	5.938	0.388	0.000	-0.126	5.938	182735.668	1740153927.098
872.800	0.045	0.000	872.436	872.376	0.623	0.783	5.939	0.177	0.000	0.764	5.939	66131.512	1740153927.428
873.000	0.044	0.000	872.632	872.573	0.638	1.686	5.941	-0.001	0.000	1.645	5.941	12.049	1740153927.743
873.200	0.003	0.000	872.826	872.770	0.598	2.518	5.942	0.109	0.000	-0.470	5.942	2654.688	1740153928.071
873.400	-0.014	0.000	873.020	872.970	0.735	3.578	5.943	-0.029	0.000	0.599	5.943	8.200	1740153928.370
873.600	-0.042	0.000	873.220	873.164	0.584	4.357	5.945	0.316	0.000	1.395	5.945	180522.475	1740153928.664
873.800	-0.014	0.000	873.435	873.372	0.561	5.186	5.946	0.027	0.000	2.349	5.946	59476.580	1740153928.988
874.000	0.016	0.000	873.627	873.569	0.536	0.051	5.947	0.029	0.000	-0.078	5.947	18362.089	1740153929.305
874.200	-0.013	0.000	873.831	873.771	0.488	0.510	5.949	-0.179	0.000	0.522	5.949	52636.842	1740153929.633
874.400	0.012	0.000	874.024	873.973	0.633	1.406	5.950	-0.205	0.000	1.324	5.950	241214.291	1740153929.930
874.600	0.010	0.000	874.224	874.168	0.513	2.560	5.951	-0.298	0.000	-0.309	5.951	269831.031	1740153930.221
874.800	0.019	0.000	874.427	874.361	0.534	3.153	5.953	-0.247	0.000	0.356	5.953	78373.205	1740153930.541
875.000	-0.027	0.000	874.598	874.553	0.659	3.902	5.954	-0.337	0.000	1.077	5.954	322252.221	1740153930.820
875.200	-0.058	0.000	874.820	874.753	0.544	5.000	5.955	0.106	0.000	2.176	5.955	31430.620	1740153931.146
875.400	-0.013	0.000	875.027	874.965	0.567	5.798	5.957	-0.594	0.000	-0.552	5.957	832929.503	1740153931.447
875.600	0.059	0.000	875.236	875.177	0.692	0.451	5.958	0.058	0.000	0.500	5.958	1018.043	1740153931.775
875.800	0.068	0.000	875.427	875.369	0.512	1.436	5.960	0.403	0.000	1.330	5.960	245212.267	1740153932.080
876.000	0.052	0.000	875.627	875.567	0.569	1.984	5.961	0.335	0.000	2.034	5.961	122990.319	1740153932.397
876.200	-0.051	0.000	875.822	875.768	0.606	3.176	5.962	-0.875	0.000	0.464	5.962	1224078.908	1740153932.678
876.400	0.025	0.000	875.992	875.946	0.357	3.782	5.964	0.542	0.000	1.038	5.964	570004.730	1740153932.957
876.600	-0.005	0.000	876.200	876.141	0.631	4.366	5.965	-0.042	0.000	1.653	5.965	20728.411	1740153933.279
876.800	-0.046	0.000	876.412	876.355	0.632	5.691	5.966	0.221	0.000	-0.694	5.966	138669.447	1740153933.585
877.000	-0.007	0.000	876.620	876.562	0.451	0.125	5.968	0.291	0.000	0.111	5.968	293998.234	1740153933.882
877.200	-0.048	0.000	876.835	876.767	0.686	1.016	5.969	-0.257	0.000	0.928	5.969	68598.623	1740153934.208
877.400	0.024	0.000	877.030	876.971	0.550	2.184	5.970	0.087	0.000	-0.485	5.970	21.667	1740153934.524
877.600	-0.016	0.000	877.229	877.172	0.579	2.768	5.972	-0.480	0.000	0.003	5.972	525849.894	1740153934.833
877.800	0.007	0.000	877.427	877.369	0.700	3.691	5.973	-0.123	0.000	1.060	5.973	24642.915	1740153935.120
878.000	0.029	0.000	877.628	877.569	0.501	4.665	5.975	-0.061	0.000	2.070	5.975	41707.282	1740153935.441
878.200	-0.062	0.000	877.840	877.774	0.683	5.270	5.976	0.335	0.000	2.677	5.976	289551.640	1740153935.761
878.400	0.013	0.000	878.028	877.971	0.718	0.101	5.977	0.222	0.000	0.124	5.977	60900.727	1740153936.077
878.600	-0.003	0.000	878.234	878.172	0.523	0.984	5.979	-0.045	0.000	1.040	5.979	24592.819	1740153936.392
878.800	0.035	0.000	878.432	878.371	0.818	1.746	5.980	0.653	0.000	1.730	5.980	669227.255	1740153936.700
879.000	-0.002	0.000	878.625	878.571	0.748	2.954	5.981	-0.005	0.000	0.477	5.981	2918.878	1740153937.005
879.200	0.044	0.000	878.788	878.745	0.515	3.612	5.983	0.031	0.000	1.142	5.983	45509.014	1740153937.282
879.400	0.045	0.000	879.002	878.946	0.753	4.306	5.984	0.015	0.000	1.757	5.984	6897.885	1740153937.583
879.600	0.013	0.000	879.214	879.151	0.657	5.657	5.985	0.544	0.000	-0.744	5.985	572810.250	1740153937.887
879.800	0.026	0.000	879.432	879.363	0.579	6.253	5.987	0.066	0.000	-0.162	5.987	3084.344	1740153938.202
880.000	-0.018	0.000	879.585	879.543	0.778	0.869	5.988	0.555	0.000	0.915	5.988	459345.894	1740153938.466
880.200	0.052	0.000	879.800	879.740	0.446	1.892	5.990	0.115	0.000	1.860	5.990	5860.703	1740153938.759
880.400	0.020	0.000	880.024	879.951	0.553	2.464	5.991	0.327	0.000	-0.051	5.991	286040.791	1740153939.081
880.600	0.020	0.000	880.224	880.163	0.662	3.659	5.992	0.216	0.000	1.201	5.992	99777.554	1740153939.405
880.800	0.036	0.000	880.421	880.366	0.498	4.379	5.994	-0.116	0.000	1.859	5.994	49751.458	1740153939.709
881.000	-0.068	0.000	880.633	880.569	0.689	5.138	5.995	-0.027	0.000	2.777	5.995	1799.576	1740153940.026
881.200	-0.008	0.000	880.826	880.768	0.714	0.134	5.996	0.072	0.000	0.030	5.996	1146.789	1740153940.311
881.400	0.027	0.000	881.038	880.968	0.405	0.774	5.998	0.182	0.000	0.833	5.998	148614.327	1740153940.632
881.600	-0.012	0.000	881.233	881.169	0.735	1.477	5.999	-0.089	0.000	1.521	5.999	199.064	1740153940.960
881.800	-0.018	0.000	881.431	881.373	0.565	2.833	6.000	-0.398	0.000	0.564	6.000	379084.259	1740153941.261
882.000	0.025	0.000	881.630	881.570	0.552	3.096	6.002	0.033	0.000	0.794	6.002	0.254	1740153941.584
882.200	-0.006	0.000	881.828	881.771	0.705	4.349	6.003	0.747	0.000	1.995	6.003	1200813.625	1740153941.871
882.400	-0.010	0.000	882.048	881.975	0.409	5.328	6.004	-0.672	0.000	-0.851	6.004	1015200.651	1740153942.202
882.600	0.031	0.000	882.233	882.175	0.594	5.703	6.006	0.100	0.000	-0.569	6.006	15578.817	1740153942.513
882.800	0.019	0.000	882.430	882.372	0.649	0.779	6.007	-0.030	0.000	0.723	6.007	1593.922	1740153942.835
883.000	-0.007	0.000	882.630	882.574	0.344	1.533	6.009	0.128	0.000	1.290	6.009	24866.092	1740153943.120
883.200	0.003	0.000	882.832	882.771	0.770	2.096	6.010	-0.020	0.000	1.963	6.010	7639.499	1740153943.437
883.400	-0.039	0.000	883.049	882.974	0.702	3.405	6.011	-0.136	0.000	1.214	6.011	28665.938	1740153943.791
883.600	0.006	0.000	883.223	883.176	0.535	4.000	6.013	0.257	0.000	1.868	6.013	350653.357	1740153944.071
883.800	0.029	0.000	883.429	883.367	0.765	4.965	6.014	-0.121	0.000	2.817	6.014	1615.337	1740153944.385
884.000	0.011	0.000	883.599	883.552	0.563	6.117	6.015	-1.504	0.000	-0.129	6.015	4243777.330	1740153944.651
884.200	-0.008	0.000	883.800	883.742	0.506	0.148	6.017	0.207	0.000	0.138	6.017	64862.837	1740153944.954
884.400	0.041	0.000	884.015	883.952	0.708	1.220	6.018	0.654	0.000	1.187	6.018	1057163.089	1740153945.277
884.600	-0.008	0.000	884.218	884.162	0.491	2.329	6.019	-0.776	0.000	0.291	6.019	1641836.339	1740153945.563
884.800	0.020	0.000	884.421	884.361	0.660	2.695	6.021	0.310	0.000	0.729	6.021	131852.100	1740153945.886
885.000	0.017	0.000	884.634	884.574	0.657	4.229	6.022	0.695	0.000	2.075	6.022	1318524.612	1740153946.205
885.200	0.011	0.000	884.824	884.767	0.486	4.665	6.024	0.216	0.000	2.758	6.024	98383.402	1740153946.511
885.400	0.009	0.000	885.024	884.966	0.658	5.549	6.025	-0.323	0.000	-0.775	6.025	197797.821	1740153946.835
885.600	0.004	0.000	885.229	885.169	0.595	0.407	6.026	0.064	0.000	0.368	6.026	1157.536	1740153947.147
885.800	-0.038	0.000	885.427	885.370	0.494	0.886	6.028	-0.073	0.000	0.944	6.028	40693.582	1740153947.431
886.000	0.031	0.000	885.588	885.541	0.729	1.724	6.029	-0.269	0.000	1.665	6.029	276079.430	1740153947.702
886.200	-0.030	0.000	885.803	885.739	0.648	2.968	6.030	0.435	0.000	1.027	6.030	387245.688	1740153948.023
886.400	-0.024	0.000	886.011	885.955	0.647	3.475	6.032	0.191	0.000	1.436	6.032	73982.352	1740153948.307
886.600	-0.006	0.000	886.233	886.158	0.836	4.694	6.033	-0.573	0.000	2.813	6.033	518809.324	1740153948.645
886.800	-0.032	0.000	886.426	886.368	0.562	5.788	6.034	-0.481	0.000	-0.577	6.034	497256.394	1740153948.963
887.000	0.003	0.000	886.623	886.569	0.727	6.245	6.036	0.083	0.000	-0.049	6.036	8241.572	1740153949.258
887.200	0.019	0.000	886.789	886.746	0.753	1.211	6.037	0.204	0.000	1.137	6.037	195098.585	1740153949.523
887.400	-0.002	0.000	887.001	886.939	0.456	1.898	6.038	0.138	0.000	2.033	6.038	78865.591	1740153949.837
887.600	0.028	0.000	887.212	887.151	0.750	2.565	6.040	-0.540	0.000	0.808	6.040	654965.684	1740153950.146
887.800	0.037	0.000	887.417	887.359	0.711	3.888	6.041	0.365	0.000	2.039	6.041	234074.300	1740153950.457
888.000	-0.018	0.000	887.617	887.560	0.513	4.359	6.043	0.498	0.000	2.435	6.043	541017.135	1740153950.740
888.200	0.012	0.000	887.789	887.740	0.716	5.294	6.044	-0.520	0.000	-0.968	6.044	358474.083	1740153951.029
888.400	-0.019	0.000	888.009	887.948	0.511	0.090	6.045	-0.165	0.000	0.140	6.045	12164.685	1740153951.345
888.600	-0.022	0.000	888.214	888.156	0.446	0.566	6.047	0.110	0.000	0.505	6.047	6721.120	1740153951.628
888.800	0.062	0.000	888.421	888.358	0.671	1.687	6.048	0.298	0.000	1.615	6.048	189226.393	1740153951.947
889.000	0.053	0.000	888.629	888.562	0.449	2.677	6.049	0.189	0.000	0.805	6.049	23463.025	1740153952.260
889.200	0.022	0.000	888.791	888.747	0.470	3.026	6.051	-0.322	0.000	1.355	6.051	453998.324	1740153952.526
889.400	0.025	0.000	889.014	888.950	0.681	4.252	6.052	0.215	0.000	2.483	6.052	103364.387	1740153952.831
889.600	-0.004	0.000	889.233	889.165	0.422	5.332	6.053	0.244	0.000	-1.001	6.053	310691.343	1740153953.151
889.800	0.002	0.000	889.423	889.362	0.578	5.699	6.055	-0.269	0.000	-0.557	6.055	77323.304	1740153953.465
890.000	0.046	0.000	889.621	889.564	0.659	0.697	6.056	-0.070	0.000	0.672	6.056	28186.831	1740153953.771
890.200	-0.034	0.000	889.827	889.765	0.487	1.160	6.058	-0.036	0.000	1.200	6.058	5069.043	1740153954.099
890.400	0.001	0.000	890.021	889.970	0.743	2.246	6.059	-0.531	0.000	0.561	6.059	544093.275	1740153954.396
890.600	0.028	0.000	890.217	890.162	0.673	3.522	6.060	0.160	0.000	1.815	6.060	24092.449	1740153954.709
890.800	-0.021	0.000	890.418	890.362	0.615	3.974	6.062	0.862	0.000	2.216	6.062	1698087.120	1740153955.013
891.000	-0.002	0.000	890.621	890.564	0.688	5.046	6.063	-0.295	0.000	3.433	6.063	103632.986	1740153955.340
891.200	0.019	0.000	890.822	890.768	0.609	6.132	6.064	0.195	0.000	-0.191	6.064	56645.357	1740153955.620
891.400	-0.042	0.000	891.028	890.969	0.657	0.253	6.066	-0.186	0.000	0.205	6.066	68220.023	1740153955.947
891.600	0.005	0.000	891.228	891.166	0.810	1.342	6.067	0.540	0.000	1.335	6.067	489033.046	1740153956.257
891.800	0.003	0.000	891.386	891.347	0.612	2.198	6.068	-0.442	0.000	0.793	6.068	876624.729	1740153956.495
892.000	-0.011	0.000	891.608	891.541	0.677	2.863	6.070	0.227	0.000	1.395	6.070	61295.120	1740153956.816
892.200	0.010	0.000	891.828	891.756	0.713	4.029	6.071	0.055	0.000	2.511	6.071	1646.517	1740153957.146
892.400	-0.034	0.000	892.019	891.962	0.611	4.848	6.073	0.225	0.000	3.379	6.073	87958.068	1740153957.447
892.600	-0.065	0.000	892.188	892.147	0.678	5.551	6.074	-0.264	0.000	-0.776	6.074	146788.363	1740153957.701
892.800	0.054	0.000	892.419	892.350	0.758	0.365	6.075	0.055	0.000	0.404	6.075	12755.131	1740153958.024
893.000	0.001	0.000	892.617	892.556	0.687	1.224	6.077	-0.228	0.000	1.206	6.077	176543.763	1740153958.340
893.200	-0.061	0.000	892.822	892.764	0.766	2.065	6.078	0.306	0.000	0.821	6.078	109907.906	1740153958.664
893.400	-0.017	0.000	893.013	892.965	0.631	3.379	6.079	0.228	0.000	1.971	6.079	62271.262	1740153958.936
893.600	0.006	0.000	893.227	893.163	0.565	3.835	6.081	-0.132	0.000	2.482	6.081	29670.754	1740153959.265
893.800	0.049	0.000	893.440	893.375	0.660	4.999	6.082	0.311	0.000	3.549	6.082	240417.668	1740153959.598
894.000	0.012	0.000	893.630	893.574	0.547	5.710	6.083	0.628	0.000	-0.651	6.083	830384.492	1740153959.903
894.200	0.060	0.000	893.826	893.769	0.657	0.129	6.085	0.273	0.000	0.033	6.085	57027.949	1740153960.210
894.400	-0.023	0.000	893.994	893.953	0.743	1.067	6.086	0.148	0.000	1.039	6.086	176955.708	1740153960.458
894.600	0.028	0.000	894.165	894.119	0.549	1.875	6.087	0.922	0.000	1.923	6.087	1533174.636	1740153960.731
894.800	0.025	0.000	894.396	894.329	0.706	2.631	6.089	0.095	0.000	1.336	6.089	4955.897	1740153961.068
895.000	0.040	0.000	894.602	894.550	0.732	3.991	6.090	-0.329	0.000	2.687	6.090	251386.479	1740153961.346
895.200	0.009	0.000	894.779	894.730	0.503	4.733	6.092	1.010	0.000	3.389	6.092	2183741.256	1740153961.625
895.400	0.014	0.000	894.998	894.937	0.718	5.315	6.093	-0.421	0.000	-0.952	6.093	238880.731	1740153961.935
895.600	-0.016	0.000	895.210	895.151	0.561	0.230	6.094	-0.090	0.000	0.159	6.094	390.354	1740153962.228
895.800	0.017	0.000	895.418	895.356	0.582	0.974	6.096	0.078	0.000	0.905	6.096	6258.882	1740153962.551
896.000	-0.031	0.000	895.620	895.560	0.700	1.950	6.097	0.035	0.000	1.812	6.097	3946.776	1740153962.871
896.200	0.016	0.000	895.826	895.768	0.592	3.029	6.098	0.231	0.000	1.803	6.098	214927.572	1740153963.181
896.400	0.042	0.000	896.029	895.970	0.587	3.540	6.100	0.117	0.000	2.324	6.100	35866.101	1740153963.510
896.600	-0.028	0.000	896.223	896.173	0.699	4.587	6.101	-0.170	0.000	3.405	6.101	81193.886	1740153963.790
896.800	0.007	0.000	896.430	896.372	0.550	5.543	6.102	0.079	0.000	-0.698	6.102	70697.036	1740153964.117
897.000	-0.003	0.000	896.620	896.566	0.610	6.207	6.104	0.041	0.000	-0.086	6.104	6340.905	1740153964.427
897.200	0.013	0.000	896.828	896.768	0.644	0.993	6.105	0.527	0.000	0.886	6.105	729212.600	1740153964.741
897.400	-0.026	0.000	897.030	896.970	0.530	1.859	6.107	-0.510	0.000	1.859	6.107	764562.542	1740153965.060
897.600	0.013	0.000	897.222	897.168	0.742	2.585	6.108	-0.126	0.000	1.527	6.108	96599.898	1740153965.342
897.800	-0.009	0.000	897.390	897.343	0.615	3.702	6.109	0.324	0.000	2.706	6.109	254428.701	1740153965.621
898.000	0.020	0.000	897.606	897.544	0.497	4.343	6.111	0.066	0.000	3.214	6.111	364.758	1740153965.923
898.200	0.024	0.000	897.817	897.752	0.646	5.210	6.112	0.200	0.000	4.026	6.112	68805.541	1740153966.231
898.400	0.009	0.000	898.028	897.968	0.646	0.046	6.113	0.282	0.000	0.078	6.113	134849.519	1740153966.560
898.600	-0.016	0.000	898.222	898.165	0.628	0.561	6.115	-0.223	0.000	0.509	6.115	105205.436	1740153966.865
898.800	0.017	0.000	898.424	898.363	0.672	1.560	6.116	-0.029	0.000	1.548	6.116	8130.040	1740153967.189
899.000	-0.017	0.000	898.626	898.570	0.593	2.683	6.117	-0.023	0.000	1.678	6.117	1719.115	1740153967.496
899.200	0.009	0.000	898.826	898.769	0.648	3.231	6.119	-0.134	0.000	2.214	6.119	38257.332	1740153967.805
899.400	0.000	0.000	899.036	898.978	0.691	4.398	6.120	-0.139	0.000	3.525	6.120	66572.605	1740153968.132
899.600	-0.010	0.000	899.230	899.172	0.594	5.116	6.122	-0.502	0.000	4.206	6.122	420680.592	1740153968.446
899.800	0.027	0.000	899.426	899.371	0.758	5.849	6.123	-0.153	0.000	-0.440	6.123	84444.992	1740153968.752
900.000	0.017	0.000	899.631	899.569	0.743	0.756	6.124	0.356	0.000	0.688	6.124	190605.974	1740153969.078
900.200	-0.009	0.000	899.827	899.772	0.596	1.567	6.126	-0.180	0.000	1.429	6.126	9490.152	1740153969.374
900.400	0.022	0.000	900.026	899.969	0.821	2.410	6.127	0.236	0.000	1.473	6.127	101132.223	1740153969.677
900.600	0.042	0.000	900.227	900.164	0.687	3.512	6.128	-0.197	0.000	2.615	6.128	166570.753	1740153970.001
900.800	0.021	0.000	900.428	900.371	0.540	4.207	6.130	0.105	0.000	3.324	6.130	6251.679	1740153970.312
901.000	0.015	0.000	900.630	900.570	0.762	5.252	6.131	-0.600	0.000	-1.045	6.131	904630.839	1740153970.629
901.200	-0.012	0.000	900.829	900.770	0.513	6.200	6.132	0.489	0.000	-0.097	6.132	521018.499	1740153970.936
901.400	0.040	0.000	901.029	900.971	0.508	0.494	6.134	-0.205	0.000	0.371	6.134	87397.343	1740153971.238
901.600	0.021	0.000	901.185	901.143	0.683	1.460	6.135	-0.105	0.000	1.363	6.135	46963.790	1740153971.507
901.800	0.003	0.000	901.408	901.343	0.486	2.435	6.136	-0.366	0.000	1.692	6.136	355528.887	1740153971.811
902.000	0.017	0.000	901.582	901.539	0.514	3.099	6.138	-0.029	0.000	2.282	6.138	12596.846	1740153972.093
902.200	0.003	0.000	901.791	901.734	0.604	4.085	6.139	0.276	0.000	3.278	6.139	112881.151	1740153972.392
902.400	0.033	0.000	902.005	901.944	0.462	4.671	6.141	0.528	0.000	4.057	6.141	504123.835	1740153972.712
902.600	0.006	0.000	902.215	902.158	0.655	5.600	6.142	0.050	0.000	-0.728	6.142	1861.405	1740153973.004
902.800	0.071	0.000	902.436	902.368	0.517	0.531	6.143	-0.266	0.000	0.525	6.143	121386.856	1740153973.335
903.000	-0.009	0.000	902.622	902.566	0.488	0.999	6.145	-0.129	0.000	0.965	6.145	27367.078	1740153973.637
903.200	-0.020	0.000	902.825	902.764	0.659	2.001	6.146	0.038	0.000	1.953	6.146	4156.930	1740153973.962
903.400	0.039	0.000	903.024	902.969	0.512	3.153	6.147	-0.006	0.000	2.462	6.147	19081.646	1740153974.269
903.600	-0.002	0.000	903.227	903.173	0.519	3.720	6.149	0.550	0.000	3.127	6.149	542998.927	1740153974.556
903.800	-0.020	0.000	903.386	903.343	0.677	4.698	6.150	0.681	0.000	3.992	6.150	811500.794	1740153974.819
904.000	-0.055	0.000	903.573	903.524	0.466	5.593	6.151	-0.020	0.000	-0.622	6.151	2193.377	1740153975.077
904.200	-0.001	0.000	903.791	903.722	0.519	6.062	6.153	-0.075	0.000	-0.092	6.153	4372.247	1740153975.391
904.400	0.013	0.000	904.000	903.938	0.641	1.056	6.154	-0.219	0.000	1.065	6.154	126325.340	1740153975.694
904.600	-0.023	0.000	904.173	904.131	0.560	1.822	6.156	0.485	0.000	1.845	6.156	277985.725	1740153975.959
904.800	0.002	0.000	904.414	904.342	0.609	2.693	6.157	0.246	0.000	2.097	6.157	188359.073	1740153976.277
905.000	-0.022	0.000	904.610	904.550	0.649	3.754	6.158	-0.013	0.000	3.223	6.158	4143.556	1740153976.595
905.200	-0.005	0.000	904.819	904.760	0.566	4.666	6.160	0.278	0.000	4.057	6.160	90704.174	1740153976.904
905.400	0.008	0.000	905.026	904.964	0.638	5.513	6.161	-0.268	0.000	-0.783	6.161	206428.506	1740153977.211
905.600	-0.028	0.000	905.225	905.168	0.538	0.323	6.162	0.239	0.000	0.344	6.162	102143.826	1740153977.504
905.800	-0.004	0.000	905.384	905.340	0.504	0.837	6.164	0.245	0.000	0.803	6.164	80465.115	1740153977.767
906.000	-0.013	0.000	905.566	905.519	0.484	1.693	6.165	0.715	0.000	1.621	6.165	1669294.451	1740153978.021
906.200	-0.058	0.000	905.748	905.699	0.519	2.692	6.166	0.569	0.000	2.304	6.166	683378.896	1740153978.291
906.400	0.005	0.000	905.979	905.915	0.476	3.194	6.168	-0.136	0.000	2.814	6.168	16439.150	1740153978.597
906.600	0.002	0.000	906.196	906.139	0.600	4.236	6.169	-0.548	0.000	3.803	6.169	672918.920	1740153978.905
906.800	-0.014	0.000	906.420	906.353	0.527	5.118	6.171	0.525	0.000	4.717	6.171	718901.973	1740153979.231
907.000	-0.044	0.000	906.621	906.562	0.630	6.037	6.172	0.325	0.000	-0.291	6.172	283602.631	1740153979.540
907.200	0.005	0.000	906.822	906.762	0.632	0.799	6.173	-0.175	0.000	0.706	6.173	156976.239	1740153979.865
907.400	0.028	0.000	907.021	906.968	0.646	1.508	6.175	0.320	0.000	1.475	6.175	85135.170	1740153980.150
907.600	0.020	0.000	907.231	907.172	0.720	2.473	6.176	-0.062	0.000	2.250	6.176	41598.083	1740153980.473
907.800	0.043	0.000	907.418	907.361	0.618	3.598	6.177	-0.040	0.000	3.308	6.177	125.490	1740153980.776
908.000	0.044	0.000	907.619	907.562	0.583	4.279	6.179	-0.008	0.000	3.977	6.179	9633.069	1740153981.104
908.200	0.002	0.000	907.823	907.770	0.726	5.196	6.180	-0.048	0.000	-1.102	6.180	56757.460	1740153981.401
908.400	-0.023	0.000	908.026	907.966	0.492	6.253	6.181	0.223	0.000	-0.063	6.181	194966.420	1740153981.697
908.600	-0.004	0.000	908.239	908.171	0.561	0.737	6.183	0.257	0.000	0.606	6.183	81551.237	1740153982.023
908.800	-0.020	0.000	908.392	908.350	0.603	1.669	6.184	-0.233	0.000	1.611	6.184	19904.503	1740153982.303
909.000	-0.004	0.000	908.606	908.548	0.552	2.537	6.185	0.266	0.000	2.334	6.185	95114.980	1740153982.582
