Time_abs/ps, Signal 1/nA, Signal 2/nA
  2210.000,    -0.011399,     0.000242
  2210.050,    -0.002674,    -0.003107
  2210.100,     0.000266,     0.000191
  2210.150,     0.005032,     0.003547
  2210.200,     0.008776,    -0.000873
  2210.250,     0.021787,    -0.000573
  2210.300,     0.026231,     0.000812
  2210.350,     0.046459,    -0.009462
  2210.400,     0.051442,     0.009910
  2210.450,     0.071462,    -0.003422
  2210.500,     0.080857,     0.006667
  2210.550,     0.087828,    -0.005713
  2210.600,     0.109794,     0.005490
  2210.650,     0.127538,    -0.002736
  2210.700,     0.146787,     0.011757
  2210.750,     0.167866,     0.005281
  2210.800,     0.194422,     0.009275
  2210.850,     0.214400,     0.004299
  2210.900,     0.240818,     0.001853
  2210.950,     0.260121,    -0.005187
  2211.000,     0.289756,    -0.005489
  2211.050,     0.322685,     0.004180
  2211.100,     0.345742,     0.004992
  2211.150,     0.382044,     0.007545
  2211.200,     0.402575,     0.004360
  2211.250,     0.428529,     0.005900
  2211.300,     0.458329,     0.000160
  2211.350,     0.482726,     0.007648
  2211.400,     0.518029,     0.000677
  2211.450,     0.556812,     0.005323
  2211.500,     0.560545,     0.007975
  2211.550,     0.581099,     0.000783
  2211.600,     0.609912,     0.004812
  2211.650,     0.616277,     0.000622
  2211.700,     0.637573,     0.004570
  2211.750,     0.641173,    -0.000035
  2211.800,     0.642921,     0.006286
  2211.850,     0.647191,    -0.004026
  2211.900,     0.649163,     0.009297
  2211.950,     0.645040,     0.005429
  2212.000,     0.628370,     0.006663
  2212.050,     0.638990,     0.003305
  2212.100,     0.617627,     0.000039
  2212.150,     0.603810,     0.000419
  2212.200,     0.584622,     0.000401
  2212.250,     0.559780,     0.003201
  2212.300,     0.535050,     0.003761
  2212.350,     0.526387,     0.006916
  2212.400,     0.484254,     0.000406
  2212.450,     0.475830,    -0.001348
  2212.500,     0.435856,     0.007257
  2212.550,     0.414789,     0.007555
  2212.600,     0.374352,     0.009606
  2212.650,     0.351499,     0.013040
  2212.700,     0.313643,     0.004232
  2212.750,     0.276587,    -0.000415
  2212.800,     0.247114,     0.002957
  2212.850,     0.215552,     0.010832
  2212.900,     0.176412,     0.000738
  2212.950,     0.142886,    -0.003111
  2213.000,     0.108040,     0.004642
  2213.050,     0.080161,     0.002024
  2213.100,     0.035887,    -0.002953
  2213.150,     0.002189,     0.000927
  2213.200,    -0.019726,     0.003882
  2213.250,    -0.051462,     0.004290
  2213.300,    -0.092689,     0.007375
  2213.350,    -0.123468,     0.002148
  2213.400,    -0.131429,     0.007928
  2213.450,    -0.164421,     0.000033
  2213.500,    -0.187234,     0.003004
  2213.550,    -0.212910,     0.009981
  2213.600,    -0.226091,     0.007525
  2213.650,    -0.248342,     0.005867
  2213.700,    -0.262928,    -0.000892
  2213.750,    -0.271441,     0.006350
  2213.800,    -0.287345,     0.003477
  2213.850,    -0.319683,     0.000082
  2213.900,    -0.333984,     0.004235
  2213.950,    -0.356464,     0.007025
  2214.000,    -0.380392,    -0.001359
  2214.050,    -0.402760,     0.003575
  2214.100,    -0.413246,     0.001508
  2214.150,    -0.420825,    -0.001795
  2214.200,    -0.405961,     0.002627
  2214.250,    -0.375762,     0.002414
  2214.300,    -0.318902,    -0.000898
  2214.350,    -0.229044,    -0.000249
  2214.400,    -0.100353,     0.004375
  2214.450,     0.028980,     0.006217
  2214.500,     0.157489,     0.007159
  2214.550,     0.282173,     0.005265
  2214.600,     0.392960,    -0.000767
  2214.650,     0.491612,     0.001188
  2214.700,     0.547219,     0.005658
  2214.750,     0.571977,     0.001385
  2214.800,     0.566238,    -0.000825
  2214.850,     0.565940,     0.001219
  2214.900,     0.527396,     0.005059
  2214.950,     0.485370,     0.006730
  2215.000,     0.442377,     0.007166
  2215.050,     0.388277,     0.001954
  2215.100,     0.334038,     0.003913
  2215.150,     0.278062,     0.007372
  2215.200,     0.237766,     0.005147
  2215.250,     0.174253,     0.005366
  2215.300,     0.147330,     0.007992
  2215.350,     0.126496,     0.006980
  2215.400,     0.092887,     0.003396
  2215.450,     0.055965,    -0.007721
  2215.500,     0.015216,     0.002237
  2215.550,    -0.016020,     0.009744
  2215.600,    -0.048621,     0.005180
  2215.650,    -0.080457,     0.000967
  2215.700,    -0.107197,     0.001143
  2215.750,    -0.134304,     0.000394
  2215.800,    -0.129139,     0.007060
