Time_abs/ps, Signal 1/nA, Ref.signal 1/nA, Signal 2/nA, Ref.signal 2/nA
  1800.000,    -0.081220,     0.030839,     0.003815,
  1800.050,    -0.037902,     0.022589,    -0.002974,
  1800.100,    -0.000959,    -0.002763,     0.003937,
  1800.150,     0.043814,    -0.014345,    -0.006637,
  1800.200,     0.076266,    -0.036320,     0.001858,
  1800.250,     0.127608,    -0.057176,    -0.002572,
  1800.300,     0.157083,    -0.097634,    -0.008312,
  1800.350,     0.197462,    -0.111622,    -0.002461,
  1800.400,     0.228531,    -0.148340,    -0.005358,
  1800.450,     0.258238,    -0.166510,    -0.006123,
  1800.500,     0.290654,    -0.153366,     0.002398,
  1800.550,     0.307143,    -0.146137,    -0.002169,
  1800.600,     0.335900,    -0.074719,     0.002453,
  1800.650,     0.348084,     0.005458,    -0.004196,
  1800.700,     0.364508,     0.138383,    -0.003867,
  1800.750,     0.387045,     0.265887,     0.000499,
  1800.800,     0.382442,     0.416824,    -0.001903,
  1800.850,     0.388879,     0.539163,     0.004538,
  1800.900,     0.402202,     0.659952,     0.001084,
  1800.950,     0.382349,     0.752825,    -0.003741,
  1801.000,     0.375167,     0.809669,    -0.000536,
  1801.050,     0.357471,     0.843742,     0.010011,
  1801.100,     0.331651,     0.857489,     0.003259,
  1801.150,     0.325466,     0.849085,    -0.007222,
  1801.200,     0.289442,     0.821953,     0.001952,
  1801.250,     0.273537,     0.789808,     0.000048,
  1801.300,     0.243223,     0.749382,     0.001271,
  1801.350,     0.208821,     0.717337,     0.011573,
  1801.400,     0.165995,     0.665684,     0.002854,
  1801.450,     0.131009,     0.626989,     0.002924,
  1801.500,     0.086265,     0.590193,    -0.001242,
  1801.550,     0.054549,     0.545302,     0.001380,
  1801.600,     0.003172,     0.524779,     0.000318,
  1801.650,    -0.041493,     0.493844,     0.004275,
  1801.700,    -0.082269,     0.474700,     0.004202,
  1801.750,    -0.130095,     0.439705,    -0.002068,
  1801.800,    -0.171598,     0.410475,    -0.000064,
  1801.850,    -0.216822,     0.392821,    -0.003288,
  1801.900,    -0.256365,     0.358850,    -0.003172,
  1801.950,    -0.302302,     0.326683,     0.008980,
  1802.000,    -0.348448,     0.307509,    -0.001028,
  1802.050,    -0.381734,     0.294495,    -0.003560,
  1802.100,    -0.431357,     0.273851,     0.005170,
  1802.150,    -0.470906,     0.257711,    -0.014920,
  1802.200,    -0.515869,     0.257427,    -0.006237,
  1802.250,    -0.540128,     0.251798,     0.002332,
  1802.300,    -0.580373,     0.230449,     0.005125,
  1802.350,    -0.607518,     0.190519,     0.005709,
  1802.400,    -0.648477,     0.144981,     0.001657,
  1802.450,    -0.672833,     0.081605,     0.004131,
  1802.500,    -0.705340,     0.009261,     0.005427,
  1802.550,    -0.731146,    -0.069030,     0.000939,
  1802.600,    -0.755713,    -0.161640,    -0.000956,
  1802.650,    -0.764664,    -0.242984,     0.011489,
  1802.700,    -0.776752,    -0.283866,     0.003898,
  1802.750,    -0.783774,    -0.328301,     0.004405,
  1802.800,    -0.803460,    -0.352426,     0.001367,
  1802.850,    -0.809536,    -0.370015,     0.004137,
  1802.900,    -0.805361,    -0.380164,     0.000169,
  1802.950,    -0.793333,    -0.392753,     0.002721,
  1803.000,    -0.795292,    -0.416254,     0.000380,
  1803.050,    -0.769986,    -0.436693,     0.000821,
  1803.100,    -0.735802,    -0.450772,    -0.001247,
  1803.150,    -0.717829,    -0.477408,     0.006903,
  1803.200,    -0.673478,    -0.501388,    -0.004470,
  1803.250,    -0.643007,    -0.533175,    -0.005679,
  1803.300,    -0.589859,    -0.552693,     0.002587,
  1803.350,    -0.532118,    -0.592597,     0.000246,
  1803.400,    -0.480760,    -0.615786,    -0.001265,
  1803.450,    -0.419758,    -0.644685,    -0.004817,
  1803.500,    -0.359789,    -0.675552,     0.002395,
  1803.550,    -0.296142,    -0.692478,     0.006736,
  1803.600,    -0.245007,    -0.714295,     0.002083,
  1803.650,    -0.181133,    -0.725818,     0.006678,
  1803.700,    -0.131772,    -0.726949,     0.002840,
  1803.750,    -0.084914,    -0.737666,     0.001844,
  1803.800,    -0.052405,    -0.736396,    -0.000852,
  1803.850,    -0.017048,    -0.736067,     0.000581,
  1803.900,    -0.002238,    -0.741579,     0.002408,
  1803.950,     0.006964,    -0.737511,    -0.003600,
  1804.000,     0.005477,    -0.730586,    -0.000679,
  1804.050,     0.007201,    -0.738692,    -0.000794,
  1804.100,    -0.002209,    -0.751549,     0.006157,
  1804.150,    -0.036977,    -0.769618,     0.003679,
  1804.200,    -0.053687,    -0.805761,    -0.003963,
  1804.250,    -0.086232,    -0.847726,     0.002413,
  1804.300,    -0.121600,    -0.914264,    -0.000789,
  1804.350,    -0.175206,    -0.976773,     0.007426,
  1804.400,    -0.211255,    -1.057418,    -0.006377,
  1804.450,    -0.251118,    -1.136987,    -0.011125,
  1804.500,    -0.285698,    -1.219164,    -0.001391,
  1804.550,    -0.330126,    -1.296744,     0.000386,
  1804.600,    -0.377049,    -1.364474,     0.001568,
  1804.650,    -0.410345,    -1.434925,     0.004189,
  1804.700,    -0.444920,    -1.512648,     0.003809,
  1804.750,    -0.494697,    -1.590881,    -0.002803,
  1804.800,    -0.526919,    -1.679175,     0.008092,
  1804.850,    -0.564187,    -1.786131,     0.002344,
  1804.900,    -0.597999,    -1.915827,    -0.007364,
  1804.950,    -0.635084,    -2.050559,    -0.004475,
  1805.000,    -0.684930,    -2.216078,     0.000564,
  1805.050,    -0.715714,    -2.389188,     0.000763,
  1805.100,    -0.755011,    -2.571353,    -0.003960,
  1805.150,    -0.795602,    -2.783385,    -0.001140,
  1805.200,    -0.838579,    -2.995293,     0.001519,
  1805.250,    -0.891165,    -3.245059,     0.004202,
  1805.300,    -0.922375,    -3.505379,    -0.001090,
  1805.350,    -0.958886,    -3.791223,    -0.004314,
  1805.400,    -1.012581,    -4.102874,    -0.002432,
  1805.450,    -1.049561,    -4.433665,     0.002168,
  1805.500,    -1.103649,    -4.748462,     0.000857,
  1805.550,    -1.127265,    -5.023007,     0.002183,
  1805.600,    -1.157632,    -5.212195,     0.006900,
  1805.650,    -1.205658,    -5.259341,    -0.002117,
  1805.700,    -1.236960,    -5.059597,    -0.008291,
  1805.750,    -1.272714,    -4.542366,     0.007661,
  1805.800,    -1.298123,    -3.647244,     0.002568,
  1805.850,    -1.326227,    -2.346003,    -0.004463,
  1805.900,    -1.356956,    -0.660014,    -0.005008,
  1805.950,    -1.365868,     1.263599,     0.005122,
  1806.000,    -1.386406,     3.281265,     0.006990,
  1806.050,    -1.404291,     5.142304,     0.005192,
  1806.100,    -1.421992,     6.606792,    -0.001342,
  1806.150,    -1.448190,     7.559915,     0.001589,
  1806.200,    -1.465298,     7.936108,     0.002177,
  1806.250,    -1.471802,     7.722804,    -0.004022,
  1806.300,    -1.489473,     6.994019,    -0.000482,
  1806.350,    -1.511718,     5.821042,     0.005016,
  1806.400,    -1.511163,     4.334815,     0.000876,
  1806.450,    -1.540431,     2.628428,     0.003779,
  1806.500,    -1.547996,     0.815825,    -0.003698,
  1806.550,    -1.561410,    -1.007676,    -0.001265,
  1806.600,    -1.591692,    -2.820037,     0.002547,
  1806.650,    -1.602278,    -4.592980,    -0.009808,
  1806.700,    -1.624499,    -6.299999,    -0.006658,
  1806.750,    -1.663321,    -7.905984,    -0.009256,
  1806.800,    -1.699009,    -9.436619,    -0.006674,
  1806.850,    -1.736473,   -10.896027,    -0.001898,
  1806.900,    -1.776906,   -12.349698,     0.001960,
  1806.950,    -1.823481,   -13.856912,    -0.000873,
  1807.000,    -1.875004,   -15.450296,     0.004536,
  1807.050,    -1.939129,   -17.184559,     0.005645,
  1807.100,    -2.004246,   -19.069222,     0.001830,
  1807.150,    -2.085286,   -21.082060,     0.000906,
  1807.200,    -2.172584,   -23.245397,     0.001271,
  1807.250,    -2.247995,   -25.548886,    -0.001155,
  1807.300,    -2.346463,   -28.005309,    -0.001491,
  1807.350,    -2.456259,   -30.666806,     0.002800,
  1807.400,    -2.583321,   -33.518977,    -0.002196,
  1807.450,    -2.703155,   -36.667968,    -0.001383,
  1807.500,    -2.823752,   -40.185092,    -0.001387,
  1807.550,    -2.967795,   -44.169146,     0.005499,
  1807.600,    -3.122430,   -48.685110,     0.001535,
  1807.650,    -3.270816,   -53.747118,     0.002621,
  1807.700,    -3.412301,   -59.381802,     0.003006,
  1807.750,    -3.563345,   -65.556572,    -0.008709,
  1807.800,    -3.705447,   -72.242874,    -0.008389,
  1807.850,    -3.847767,   -79.436816,    -0.007468,
  1807.900,    -3.957839,   -87.085359,    -0.009595,
  1807.950,    -4.053062,   -95.290484,     0.000975,
  1808.000,    -4.110903,  -104.238752,     0.010532,
  1808.050,    -4.134121,  -114.056605,     0.007877,
  1808.100,    -4.100315,  -125.006153,     0.005403,
